expert_type	hire_type	role_type	partner_name	agent_status_adj	attr_status_adj	training_wave	university	grad_year	major	remote	expert_cnt	ps_handle_min	ps_handle_cnt	ps_aht	ps_tnps_num	ps_tnps_denom	ps_tnps	exec_ps_aht_num	exec_ps_aht_denom
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Junior	Business	Onsite	1	10340.13333	742	13.93549	16	50	32	6332.1	441
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Senior	Non-Business	Onsite	1	12654.16667	615	20.575881	73	101	72.2772	6686.716667	391
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Remote Texas	NaN	Business	Virtual	1	3850.599999	349	11.033238	1	7	14.2857	2719.9	218
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	El Paso Community College	Freshman	Business	Onsite	1	4318.883334	244	17.700342	5	11	45.4545	4470.133333	248
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Northern Kentucky University	Freshman	Non-Business	Virtual	1	11211.43333	478	23.454881	-5	29	-17.2414	8479.716667	373
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	EAW-UofU	NaN	Business	Onsite	1	64.3	3	21.433333	null	null	null	64.3	3
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	University Of Texas - El Paso	Junior	Non-Business	Virtual	1	297.55	23	12.936957	0	1	0	297.55	23
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Sophomore	Business	Onsite	1	11010.08334	499	22.064295	16	43	37.2093	6985.716667	332
PathEDU	Re-Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Re-Hire	Marshall	Junior	Non-Business	Virtual	3	16382.41667	1041	15.737192	59	93	63.4409	10464.36667	641
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Sophomore	Business	Onsite	1	6126.449999	376	16.29375	13	33	39.3939	3477.766667	220
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	El Paso Community College	NaN	Non-Business	Onsite	2	33656.8	2391	14.076453	95	158	60.1266	22975.48333	1686
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	El Paso Community College	NaN	Non-Business	NaN	1	1499.566667	141	10.635225	2	8	25	1499.566667	141
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Senior	Non-Business	Onsite	2	24237.36666	1221	19.850423	51	96	53.125	18475.4	976
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Sophomore	Non-Business	NaN	2	4987.533333	273	18.269353	31	44	70.4545	4479.033333	266
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Sophomore	Business	Virtual	1	4444.433334	218	20.387309	15	25	60	2515.666667	140
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrDuringTraining	Re-Hire	Remote Texas	NaN	Business	Virtual	1	1318.916668	75	17.585556	2	4	50	953.883333	56
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Salt Lake Community College	Junior	Business	Onsite	1	11761.76666	805	14.61089	9	48	18.75	7329.75	557
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Sophomore	Business	Virtual	1	920.966666	94	9.797518	-1	6	-16.6667	577.616667	54
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Junior	Non-Business	Onsite	3	30291.71666	1743	17.379069	153	210	72.8571	21976.91667	1427
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Sophomore	Non-Business	NaN	1	618.35	141	4.385461	2	2	100	432.45	81
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Freshman	Non-Business	NaN	2	6812.766667	420	16.220873	-1	30	-3.3333	6812.766667	420
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Sophomore	Non-Business	Virtual	1	6.75	1	6.75	null	null	null	6.75	1
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Junior	Non-Business	Onsite	5	47637.81667	2500	19.055127	111	216	51.3889	35114.56667	1944
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Freshman	Non-Business	Virtual	1	16801.76667	1225	13.715728	21	56	37.5	11090.43333	885
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	USA | Texas	NaN	Business	Onsite	1	258.683333	20	12.934167	0	1	0	261.333333	21
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Junior	Business	Onsite	3	11045.5	754	14.649204	55	93	59.1398	6404.3	558
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Incoming Freshman	Non-Business	Onsite	1	5269.333333	269	19.5886	36	45	80	5394.783333	385
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Senior	Non-Business	NaN	2	3536.716668	155	22.817527	-1	8	-12.5	3750	181
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrDuringTraining	Re-Hire	Arizona State University	Senior	Business	NaN	1	null	null	null	null	null	null	null	null
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	University Of Texas - El Paso	Junior	Business	NaN	1	899.899999	56	16.069643	2	6	33.3333	899.9	56
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Senior	Non-Business	Onsite	1	10955.11667	743	14.744437	10	40	25	6832.6	489
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Junior	Business	NaN	1	1739.65	113	15.395133	7	8	87.5	1274.383333	97
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Graduate	Non-Business	Virtual	3	26580.8	1593	16.686001	49	118	41.5254	17380.85	1151
