expert_type	hire_type	role_type	partner_name	agent_status_adj	attr_status_adj	training_wave	university	grad_year	major	remote	expert_cnt	ps_handle_min	ps_handle_cnt	ps_aht	ps_tnps_num	ps_tnps_denom	ps_tnps	exec_ps_aht_num	exec_ps_aht_denom
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	University of Cincinnati	Freshman	Business	Virtual	2	1545.883335	188	8.222784	8	10	80	1432.2	179
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	University Of Texas - El Paso	Sophomore	Non-Business	Onsite	1	7228.800004	314	23.021656	28	51	54.902	4189.016667	194
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	Arizona State University	Junior	Business	Onsite	1	4739.133335	225	21.062815	22	31	70.9677	3096.366667	153
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	University Of Texas - El Paso	Freshman	Business	Onsite	1	960.666667	45	21.348148	1	1	100	960.666667	45
PathEDU	New Hire	PS	FOUNDEVER	TermBeforePeak	AttrBeforePeak	Wave 7	Marshall	Junior	Non-Business	Virtual	2	985.65	48	20.534375	4	5	80	985.65	48
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	University Of Texas - El Paso	Freshman	Non-Business	Onsite	7	54728.5	2836	19.297779	79	219	36.0731	36026.86667	1946
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	Salt Lake Community College	Junior	Business	Onsite	1	7827.049998	571	13.707618	21	34	61.7647	5623.566667	485
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	University Of Arizona	Freshman	Non-Business	Onsite	1	15349.76667	612	25.081318	33	51	64.7059	9784.666667	458
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	Arizona State University	Sophomore	Business	Onsite	3	20704.86667	1357	15.257824	48	120	40	15384.86667	1065
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	University Of Texas - El Paso	Junior	Non-Business	Virtual	2	2550.299999	142	17.959859	6	17	35.2941	2004.866667	120
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	University Of Texas - El Paso	Junior	Business	Onsite	1	347.999999	17	20.470588	null	null	null	358.6	19
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	Arizona State University	Sophomore	Business	Onsite	1	9927.33333	832	11.931891	33	66	50	7788.633333	706
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	Utah Valley University	Freshman	Business	NaN	1	79.266667	6	13.211111	null	null	null	79.266667	6
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 4	Arizona State University	Freshman	Business	NaN	1	460.483332	48	9.593403	-1	7	-14.2857	460.483333	48
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	El Paso Community College	Other	Business	Virtual	1	11899.71667	683	17.422718	39	67	58.209	7687.4	436
PathEDU	New Hire	PS	FOUNDEVER	TermBeforePeak	AttrBeforePeak	Wave 5	Marshall	Junior	Business	Virtual	1	1968.383336	134	14.689428	6	6	100	1985.533333	135
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 7	University of Texas - El Paso	Junior	Business	Onsite	1	2433.816666	121	20.114187	4	6	66.6667	1617.4	86
PathEDU	New Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Wave 7	Marshall	Freshman	Non-Business	Virtual	2	8063.733334	443	18.202558	8	26	30.7692	5269.566666	279
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	Northern Kentucky University	Sophomore	Non-Business	Onsite	1	9607.133335	366	26.248998	7	24	29.1667	6892.166667	266
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	El Paso Community College	Graduate	Business	Onsite	1	40.483333	4	10.120833	null	null	null	40.483333	4
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	Remote Utah	NaN	Business	Virtual	1	275.65	20	13.7825	1	1	100	252.383333	16
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	University of Utah	Sophomore	Business	NaN	1	2716.216665	207	13.12182	5	11	45.4545	1503.033333	127
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	Remote Arizona	NaN	Business	Virtual	2	8675.45	499	17.385671	14	33	42.4242	5409.616666	314
PathEDU	New Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Wave 6	Marshall	Freshman	Non-Business	Virtual	2	11417.43333	660	17.299141	27	52	51.9231	9414.766667	558
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	EAW-UofU	NaN	Business	Onsite	1	150.183333	7	21.454762	0	1	0	150.183333	7
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	Utah Valley University	Junior	Business	Onsite	1	1845.75	137	13.472628	13	14	92.8571	1385.283333	145
PathEDU	New Hire	PS	FOUNDEVER	TermBeforePeak	AttrBeforePeak	Wave 6	Marshall	Senior	Non-Business	Virtual	2	2979.300001	144	20.689583	-2	10	-20	3034.566666	152
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	Northern Kentucky University	Sophomore	Non-Business	Virtual	1	6488.700002	410	15.826098	12	19	63.1579	5905.566667	472
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	El Paso Community College	Other	Non-Business	Onsite	1	14296.23334	741	19.293162	26	50	52	10546.88333	608
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	Northern Kentucky University	Junior	Non-Business	Virtual	1	6050.45	440	13.751023	-2	25	-8	6273.783333	451
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	University Of Texas - El Paso	Junior	Non-Business	Virtual	1	1292.166667	94	13.746454	8	12	66.6667	1379.633333	99
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	University Of Texas - El Paso	Junior	Non-Business	Virtual	2	9161.333332	435	21.060536	26	42	61.9048	7856.116667	418
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	El Paso Community College	Senior	Non-Business	Virtual	1	9160.666669	383	23.91819	21	32	65.625	7339.733333	467
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 2	Arizona State University	Sophomore	Business	Onsite	1	342.583334	16	21.411458	-1	1	-100	342.583333	16
PathEDU	New Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Wave 6	Marshall	Senior	Non-Business	Virtual	1	2279.766666	132	17.27096	0	6	0	1766.916667	118
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	Arizona State University	Sophomore	Non-Business	Onsite	2	14766.93333	863	17.111163	70	113	61.9469	10234.6	608
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	Remote Arizona	NaN	Business	Virtual	2	3691.149999	308	11.984253	8	18	44.4444	3085.366666	238
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	El Paso Community College	Other	Non-Business	NaN	1	6.05	1	6.05	null	null	null	6.05	1
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	University Of Texas - El Paso	Senior	Non-Business	Virtual	1	3677.299999	240	15.322083	6	15	40	3310.833333	242
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	Arizona State University	Freshman	Business	Onsite	2	2997.716669	147	20.39263	5	13	38.4615	2473.433333	126
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	University Of Texas - El Paso	Senior	Non-Business	NaN	1	2.333333	2	1.166667	null	null	null	2.333333	2
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	Arizona State University	Senior	Non-Business	NaN	1	1078.683334	55	19.612424	4	11	36.3636	1078.8	56
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	University Of Texas - El Paso	Junior	Business	Onsite	1	12318.1	667	18.467916	42	68	61.7647	9430.816667	623
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	EAW-UofU	NaN	Business	Onsite	4	7556.716668	521	14.504255	18	21	85.7143	5146.633333	320
PathEDU	New Hire	PS	FOUNDEVER	TermBeforePeak	AttrBeforePeak	Wave 7	Marshall	Junior	Business	Virtual	2	268.083333	6	44.680556	null	null	null	268.083333	6
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 7	Arizona State University	Sophomore	Business	Onsite	1	169.283333	11	15.389394	-1	1	-100	37.9	4
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	University Of Texas - El Paso	Freshman	Business	Virtual	4	15975.78334	683	23.390605	34	70	48.5714	10080.08333	526
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 7	USA | Texas	NaN	Business	Onsite	8	17240.71667	841	20.500258	30	57	52.6316	10002.93333	594
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	Arizona State University	Freshman	Business	Virtual	1	7940.433337	427	18.595863	19	40	47.5	5438.033333	309
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	Utah Valley University	Sophomore	Business	Onsite	1	6557.583333	419	15.650557	10	32	31.25	4916.383333	321
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	University of Utah	Senior	Business	Onsite	2	10333.76667	579	17.847611	22	41	53.6585	7173.3	423
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	Arizona State University	Senior	Business	Virtual	1	11572.91667	536	21.591262	53	64	82.8125	4527	218
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	Utah Valley University	Freshman	Non-Business	Onsite	2	914.949999	91	10.054396	2	2	100	812.433333	83
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	Other	Freshman	Business	Virtual	2	6084.083333	296	20.554336	11	25	44	4849.05	225
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	University Of Texas - El Paso	Junior	Non-Business	Onsite	4	38428.21667	1959	19.616241	51	147	34.6939	32105.63333	1827
PathEDU	New Hire	PS	FOUNDEVER	TermBeforePeak	AttrBeforePeak	Wave 7	Marshall	Sophomore	Non-Business	Virtual	4	4599.649999	229	20.085808	-1	12	-8.3333	3886.35	217
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	El Paso Community College	Sophomore	Non-Business	Virtual	1	9985.133336	507	19.694543	-10	33	-30.303	8755.416667	438
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	USA | Arizona	NaN	Business	Onsite	3	255.733333	13	19.671795	0	3	0	255.733333	13
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 2	University Of Texas - El Paso	Sophomore	Non-Business	NaN	1	1837.666666	92	19.974638	0	4	0	1237.766667	70
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	University of Utah	Freshman	Business	Onsite	1	7108.783332	633	11.230305	10	44	22.7273	4553.55	543
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	University Of Texas - El Paso	Incoming Freshman	Business	Onsite	1	7734.300001	459	16.850327	11	47	23.4043	6154.916667	373
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	University of Utah	Sophomore	Business	Onsite	1	4229.599999	306	13.822222	9	27	33.3333	2040.816667	124
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	University Of Texas - El Paso	Sophomore	Business	NaN	1	401.833333	28	14.35119	1	3	33.3333	401.833333	28
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 2	Arizona State University	Graduate	Non-Business	Onsite	1	7271.849999	460	15.80837	51	64	79.6875	6073.3	392
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	University Of Texas - El Paso	Senior	Business	Virtual	1	2713.199999	97	27.971134	10	12	83.3333	2638.4	100
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	El Paso Community College	NaN	Non-Business	Onsite	1	5949.65	308	19.317045	10	16	62.5	2837.9	162
PathEDU	New Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Wave 7	Marshall	Sophomore	Business	Virtual	2	7629.099998	359	21.250975	26	30	86.6667	5690.45	287
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	Arizona State University	Junior	Business	Onsite	3	27053.78334	1548	17.476604	63	116	54.3103	22302.75	1398
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	El Paso Community College	NaN	Non-Business	NaN	1	49.816667	3	16.605556	null	null	null	49.816667	3
PathEDU	New Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Wave 7	Marshall	Sophomore	Non-Business	Virtual	2	4418.649998	197	22.429695	6	14	42.8571	3576.283333	164
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	Salt Lake Community College	Freshman	Non-Business	Onsite	1	5820.516668	349	16.677698	20	35	57.1429	3676.616667	239
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	El Paso Community College	Junior	Business	Virtual	1	12645.21667	705	17.936478	30	65	46.1538	6060.666667	346
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	Arizona State University	Freshman	Business	Onsite	1	9119.466667	620	14.708817	27	56	48.2143	6727.716667	444
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 4	El Paso Community College	Sophomore	Non-Business	NaN	1	72.716667	6	12.119445	null	null	null	73.35	7
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	Salt Lake Community College	Junior	Non-Business	Onsite	1	8367.533334	537	15.581999	9	38	23.6842	5198.75	343
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	University of Texas - Arlington	Freshman	Business	Virtual	1	3990.949999	168	23.755655	5	13	38.4615	2841.85	116
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	University of Texas - El Paso	Sophomore	Business	Virtual	1	591.316667	19	31.12193	2	2	100	395.516667	14
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	Remote Ohio	NaN	Business	Virtual	3	5342.649998	598	8.934197	7	21	33.3333	3844.516666	442
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	Arizona State University	Incoming Freshman	Non-Business	Onsite	1	2560.416667	110	23.276515	18	25	72	2931.216667	135
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	Arizona State University	Senior	Non-Business	Onsite	1	815.649999	28	29.130357	2	5	40	1080.566667	47
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	Arizona State University	Freshman	Non-Business	Onsite	1	8929.099999	517	17.270986	19	41	46.3415	7282.966667	432
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	University Of Texas - El Paso	Senior	Business	Virtual	1	10576.41666	541	19.549754	9	39	23.0769	9195.85	551
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	University Of Texas - El Paso	Sophomore	Non-Business	Virtual	4	6706.866669	318	21.090776	3	19	15.7895	5293.883333	250
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	Remote Texas	NaN	Business	Virtual	1	193.966667	2	96.983334	null	null	null	227.483333	3
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	University Of Arizona	Senior	Non-Business	Onsite	1	13460.85	1114	12.083348	31	80	38.75	8658.033333	790
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	University of Utah	Freshman	Non-Business	Onsite	1	9726.816667	695	13.99542	54	74	72.973	5794.133333	589
PathEDU	New Hire	PS	FOUNDEVER	TermBeforePeak	AttrBeforePeak	Wave 5	Marshall	Junior	Non-Business	Virtual	3	1438.083334	77	18.676407	-4	4	-100	1466	82
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	El Paso Community College	Graduate	Non-Business	Onsite	1	4737.966667	330	14.357475	4	14	28.5714	3109.716667	227
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	El Paso Community College	Junior	Business	Onsite	1	5716.816665	311	18.382047	25	37	67.5676	3131.55	185
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	Arizona State University	Junior	Non-Business	Onsite	1	2004.633331	114	17.584503	10	17	58.8235	1427.433333	79
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	Arizona State University	Junior	Non-Business	Onsite	2	14944.71667	639	23.387663	54	76	71.0526	9272.866667	484
PathEDU	New Hire	PS	FOUNDEVER	TermBeforePeak	AttrBeforePeak	Wave 6	Marshall	Sophomore	Non-Business	Virtual	2	347.266667	18	19.292593	1	1	100	347.266667	18
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	Remote Texas	NaN	Business	Virtual	4	19601.2	895	21.900782	22	73	30.137	13683.83333	644
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	Northern Kentucky University	Senior	Business	NaN	1	2841.466668	145	19.596322	10	16	62.5	2931.583333	151
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	NaN	Sophomore	Business	Virtual	1	1913.333332	425	4.501961	-4	5	-80	1323.333333	315
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 4	Northern Kentucky University	Sophomore	Non-Business	NaN	1	94.5	10	9.45	-1	1	-100	94.5	10
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	University Of Texas - El Paso	Sophomore	Business	Onsite	1	10042.86666	487	20.621903	19	33	57.5758	6902.333333	378
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	null	null	null	null	1	4684.766665	520	9.009167	15	29	51.7241	2770.516667	302
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 4	University Of Texas - El Paso	Junior	Business	NaN	1	290.3	16	18.14375	null	null	null	290.3	16
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	Northern Kentucky University	Other	Business	Virtual	1	10623.75	596	17.825084	-3	39	-7.6923	9039.2	514
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	Arizona State University	Sophomore	Non-Business	Onsite	2	21098.71667	1211	17.422557	44	90	48.8889	16432.56667	1118
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	University Of Texas - El Paso	Senior	Business	Onsite	1	11179.96667	778	14.370137	24	66	36.3636	7142.983333	529
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	El Paso Community College	Senior	Non-Business	Virtual	1	3465.083335	139	24.928657	1	5	20	2470.216667	101
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	University Of Texas - El Paso	Senior	Non-Business	Onsite	1	278.766667	12	23.230556	null	null	null	278.766667	12
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	University Of Texas - El Paso	Junior	Non-Business	NaN	2	5196.950001	263	19.760266	2	17	11.7647	4765.283333	244
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	University of Cincinnati	Sophomore	Non-Business	NaN	1	17.933333	1	17.933333	null	null	null	17.933333	1
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	Arizona State University	Senior	Non-Business	Onsite	1	17.433333	3	5.811111	null	null	null	17.433333	3
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	USA | Texas	NaN	Business	Onsite	7	30007.91667	1626	18.455053	78	123	63.4146	20629.21667	1126
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 2	University Of Texas - El Paso	Junior	Business	NaN	1	590.866666	27	21.883951	1	1	100	597.15	31
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	Arizona State University	Freshman	Non-Business	Onsite	1	1855.883333	87	21.331992	7	13	53.8462	1855.883333	87
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	University Of Texas - El Paso	Senior	Non-Business	Onsite	3	50429.25001	2438	20.68468	121	200	60.5	35821.86667	2043
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	USA | Arizona	NaN	Business	Onsite	3	1377.75	105	13.121429	2	11	18.1818	1402.150001	114
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Sophomore	Non-Business	Virtual	1	5247.416667	229	22.914483	24	30	80	3118.25	141
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Freshman	Non-Business	Onsite	4	29610.15001	1537	19.264899	32	113	28.3186	20281.1	1122
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Freshman	Non-Business	Onsite	1	4048.666665	360	11.246296	7	17	41.1765	2760.266667	272
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	El Paso Community College	Senior	Business	NaN	1	776.266668	42	18.48254	6	8	75	853.75	48
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	El Paso Community College	Graduate	Non-Business	Virtual	1	18601.65	1538	12.094701	1	65	1.5385	12149.13333	1043
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Sophomore	Non-Business	Onsite	1	4514.766665	255	17.704967	22	43	51.1628	3707.05	292
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Freshman	Business	NaN	1	656.233335	66	9.942929	1	7	14.2857	656.233333	66
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Sophomore	Business	Onsite	1	6196.200004	301	20.585382	10	26	38.4615	3961.866667	228
PathEDU	Re-Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Re-Hire	Marshall	Sophomore	Business	Virtual	1	null	null	null	null	null	null	null	null
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Junior	Non-Business	Virtual	3	28099.25	1425	19.718772	37	112	33.0357	18801.45	1042
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Freshman	Business	Onsite	1	9797.766667	559	17.527311	29	44	65.9091	7783.266667	483
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Texas - El Paso	Junior	Business	Onsite	1	2003	87	23.022989	3	5	60	1349.716667	58
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Freshman	Business	Onsite	1	7179.633335	371	19.352111	19	29	65.5172	4904.333333	276
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	University Of Texas - El Paso	Sophomore	Business	NaN	1	451.966666	17	26.586274	1	1	100	451.966667	17
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Remote Arizona	NaN	Business	Virtual	1	45.9	1	45.9	null	null	null	45.9	1
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Sophomore	Non-Business	Onsite	1	211.533333	17	12.443137	-1	1	-100	211.533333	17
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Other	Sophomore	Business	Virtual	1	6978.099997	268	26.037687	13	27	48.1481	4682.783333	182
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Freshman	Business	Onsite	1	6351.7	462	13.748268	34	48	70.8333	4827.133333	358
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	USA | Arizona	NaN	Business	Onsite	1	208.9	11	18.990909	2	2	100	98.633333	3
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Junior	Non-Business	Onsite	1	2327.433334	144	16.162731	15	21	71.4286	2031.333333	140
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Incoming Freshman	Business	Onsite	1	12755.85	598	21.330853	43	63	68.254	10625.9	465
