expert_type	hire_type	role_type	partner_name	agent_status_adj	attr_status_adj	training_wave	university	grad_year	major	remote	expert_cnt	fs_cst_num	fs_eng	fs_eng_cst	exec_fs_tnps_num	exec_fs_tnps_denom	ttla_handle_min	ttla_handle_cnt	exec_ttla_tnps_num	exec_ttla_tnps_denom	conv_num	conv_denom	conv_rate
PathEDU	Re-Hire	TS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Junior	Business	Virtual	1	18.301764	6	3.050294	1	1	5580.416667	240	3	5	510	2805	0.1818181818
PathEDU	Re-Hire	TS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	El Paso Community College	NaN	Non-Business	Onsite	1	88.582691	31	2.857506	0	0	5965.816667	233	14	29	3432	5512	0.6226415094
PathEDU	Re-Hire	TS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Freshman	Non-Business	NaN	1	null	null	null	null	null	null	null	null	null	null	null	null
PathEDU	Re-Hire	TS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Sophomore	Non-Business	Virtual	1	32.024826	18	1.779157	5	7	6953.833333	221	11	13	1806	3784	0.4772727273
PathEDU	Re-Hire	TS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Freshman	Business	Onsite	1	19.294269	14	1.378162	3	3	4525.066667	128	4	6	1372	2450	0.56
PathEDU	Re-Hire	TS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	null	null	null	null	2	null	null	null	null	null	null	null	null	null	null	null	null
PathEDU	Re-Hire	TS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Freshman	Non-Business	Onsite	1	23.077071	16	1.442317	4	4	3648.85	207	13	16	1360	2210	0.6153846154
PathEDU	Re-Hire	TS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Re-Hire	Marshall	Sophomore	Business	Virtual	1	134.350622	68	1.975744	8	8	0	0	0	0	2442	3630	0.6727272727
PathEDU	Re-Hire	TS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	University Of Texas - El Paso	Junior	Business	NaN	1	3.566311	3	1.18877	1	1	1596.383333	50	2	3	156	416	0.375
PathEDU	Re-Hire	TS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Junior	Business	Onsite	1	74.196387	26	2.853707	6	7	7807.816667	395	20	35	2678	4841	0.5531914894
