expert_type	hire_type	role_type	partner_name	agent_status_adj	attr_status_adj	training_wave	university	grad_year	major	remote	expert_cnt	ps_handle_min	ps_handle_cnt	ps_aht	ps_tnps_num	ps_tnps_denom
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	University Of Texas - El Paso	Sophomore	Non-Business	Virtual	2	13871.36667	595	23.313221	13	52
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	University of Utah	Freshman	Business	Onsite	1	8760.616669	600	14.601028	26	53
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	Salt Lake Community College	Incoming Freshman	Non-Business	NaN	1	2277.25	148	15.386824	1	13
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	University Of Texas - El Paso	Junior	Business	Onsite	1	6710.433333	452	14.846091	13	28
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	El Paso Community College	Other	Business	Virtual	1	11899.71667	683	17.422718	39	67
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	University of Utah	Freshman	Business	Onsite	1	7108.783332	633	11.230305	10	44
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	Arizona State University	Freshman	Business	Onsite	1	9119.466667	620	14.708817	27	56
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	University Of Texas - El Paso	Sophomore	Non-Business	NaN	1	2020.333333	112	18.03869	2	10
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 4	University Of Texas - El Paso	Junior	Non-Business	NaN	2	698.866667	38	18.391228	-1	4
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	Northern Kentucky University	Freshman	Non-Business	Virtual	1	4664.183336	261	17.870434	14	33
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	University of Cincinnati	Junior	Non-Business	Virtual	1	11567.01667	455	25.422015	20	46
PathEDU	New Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Wave 6	Marshall	?	Non-Business	Virtual	1	4436.066667	278	15.957074	12	29
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	University Of Texas - El Paso	Sophomore	Non-Business	Onsite	2	5075.966667	244	20.803142	1	19
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 2	Arizona State University	Sophomore	Business	NaN	1	2564.433334	155	16.544731	5	17
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	Texas Southern University	Sophomore	Business	Virtual	1	525.25	32	16.414063	0	2
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	El Paso Community College	Sophomore	Non-Business	Onsite	1	4436.583336	234	18.959758	7	16
PathEDU	New Hire	PS	FOUNDEVER	TermBeforePeak	AttrBeforePeak	Wave 7	Marshall	Junior	Non-Business	Virtual	1	494.633334	25	19.785333	4	4
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	Northern Kentucky University	Sophomore	Non-Business	Onsite	1	9607.133335	366	26.248998	7	24
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	El Paso Community College	Sophomore	Non-Business	Virtual	1	9985.133336	507	19.694543	-10	33
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	University Of Texas - El Paso	Incoming Freshman	Business	Onsite	1	7734.300001	459	16.850327	11	47
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	University Of Texas - El Paso	Sophomore	Business	NaN	1	401.833333	28	14.35119	1	3
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	El Paso Community College	NaN	Non-Business	Onsite	1	5949.65	308	19.317045	10	16
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	Salt Lake Community College	Junior	Non-Business	Onsite	1	8367.533334	537	15.581999	9	38
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	El Paso Community College	Senior	Non-Business	Virtual	1	3465.083335	139	24.928657	1	5
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	Arizona State University	Sophomore	Non-Business	Onsite	1	8006.566664	442	18.114404	42	59
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	University Of Arizona	Junior	Non-Business	Virtual	1	6332.266665	348	18.196169	8	19
PathEDU	New Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Wave 7	Marshall	Senior	Non-Business	Virtual	2	8610.583332	458	18.8004	7	29
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	Northern Kentucky University	Incoming Freshman	Non-Business	Virtual	1	7771.816667	604	12.867246	-6	37
PathEDU	New Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Wave 7	Marshall	Senior	Business	Virtual	1	5409.36667	183	29.559381	17	23
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	Paradise Valley Community College	Junior	Business	Virtual	1	11961.2	841	14.222592	34	42
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	University Of Texas - El Paso	Junior	Business	Virtual	1	8752.716669	366	23.914526	14	25
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	University of Texas - El Paso	Freshman	Business	Onsite	1	6642.049998	394	16.857995	35	47
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	Utah Valley University	Junior	Business	NaN	2	1473.350001	67	21.990299	1	10
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	University of Utah	Sophomore	Business	NaN	1	2716.216665	207	13.12182	5	11
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	Utah Valley University	Junior	Business	Onsite	1	1845.75	137	13.472628	13	14
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 7	Arizona State University	Sophomore	Business	Onsite	1	169.283333	11	15.389394	-1	1
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	University Of Texas - El Paso	Sophomore	Non-Business	Virtual	4	6706.866669	318	21.090776	3	19
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	Northern Kentucky University	Other	Business	Virtual	1	10623.75	596	17.825084	-3	39
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	University Of Texas - El Paso	Junior	Business	Virtual	1	10444.51667	534	19.55902	23	43
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	University Of Arizona	Sophomore	Non-Business	Virtual	1	4244.333334	160	26.527083	14	23
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 4	University Of Arizona	Senior	Non-Business	NaN	1	646.7	53	12.201887	3	3
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	University of Cincinnati	Graduate	Non-Business	Virtual	1	1161.433334	68	17.079902	4	9
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 4	El Paso Community College	Senior	Non-Business	Virtual	1	1010.616668	168	6.015575	-1	3
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	Salt Lake Community College	Freshman	Business	Onsite	1	9437.949996	458	20.606878	41	57
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	Salt Lake Community College	Junior	Business	Onsite	1	7827.049998	571	13.707618	21	34
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	Arizona State University	Freshman	Business	Virtual	1	7940.433337	427	18.595863	19	40
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	University Of Texas - El Paso	Senior	Non-Business	Onsite	1	278.766667	12	23.230556	null	null
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 2	University Of Texas - El Paso	Junior	Business	NaN	1	590.866666	27	21.883951	1	1
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 2	University Of Texas - El Paso	Sophomore	Business	NaN	1	585.516665	49	11.94932	-1	3
PathEDU	New Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Wave 5	Marshall	Sophomore	Business	Virtual	1	5582.683336	282	19.796749	19	40
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	Northern Kentucky University	Sophomore	Business	Virtual	1	10854.6	409	26.539364	12	26
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	University Of Arizona	Freshman	Non-Business	Onsite	1	3915.533331	303	12.922552	-3	15
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 1	Utah Valley University	Sophomore	Business	Onsite	1	11162.18333	456	24.478472	50	72
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	University of Utah	Junior	Business	Onsite	1	1077.249999	66	16.32197	7	13
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	University Of Arizona	Freshman	Non-Business	Onsite	1	15349.76667	612	25.081318	33	51
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	University Of Texas - El Paso	Junior	Business	Onsite	1	347.999999	17	20.470588	null	null
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	Utah Valley University	Freshman	Business	NaN	1	79.266667	6	13.211111	null	null
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 2	Arizona State University	Sophomore	Business	Onsite	1	342.583334	16	21.411458	-1	1
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	Arizona State University	Senior	Non-Business	Onsite	1	815.649999	28	29.130357	2	5
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	Northern Kentucky University	Senior	Business	NaN	1	2841.466668	145	19.596322	10	16
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	NaN	Sophomore	Business	Virtual	1	1913.333332	425	4.501961	-4	5
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 4	Northern Kentucky University	Sophomore	Non-Business	NaN	1	94.5	10	9.45	-1	1
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 5	Utah Valley University	Senior	Non-Business	NaN	1	500.05	38	13.159211	-5	6
PathEDU	New Hire	PS	FOUNDEVER	TermBeforePeak	AttrBeforePeak	Wave 7	Marshall	Freshman	Non-Business	Virtual	1	1534.416667	58	26.45546	2	6
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	University of North Texas	Freshman	Business	Virtual	1	2659.999999	139	19.136691	3	15
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	University of North Texas	Freshman	Business	Virtual	1	4309.683335	312	13.813088	9	24
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 2	Northern Kentucky University	Senior	Business	Virtual	1	1491.566668	140	10.654048	0	6
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 4	Remote Texas	NaN	Business	Virtual	1	36.2	2	18.1	null	null
PathEDU	New Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Wave 5	Marshall	Junior	Business	Virtual	1	4225.883335	170	24.858137	10	24
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	University of Utah	Sophomore	Business	Onsite	1	3342.666667	182	18.3663	22	23
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	University Of Texas - El Paso	Graduate	Business	Virtual	1	9448.233329	475	19.891018	24	42
PathEDU	New Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Wave 7	Marshall	Freshman	Non-Business	Virtual	2	8063.733334	443	18.202558	8	26
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	Remote Utah	NaN	Business	Virtual	1	275.65	20	13.7825	1	1
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	EAW-UofU	NaN	Business	Onsite	1	150.183333	7	21.454762	0	1
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	El Paso Community College	Other	Non-Business	NaN	1	6.05	1	6.05	null	null
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 1	El Paso Community College	NaN	Non-Business	NaN	1	49.816667	3	16.605556	null	null
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 4	El Paso Community College	Sophomore	Non-Business	NaN	1	72.716667	6	12.119445	null	null
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	null	null	null	null	1	4684.766665	520	9.009167	15	29
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	El Paso Community College	NaN	Non-Business	Virtual	1	4076.533332	225	18.117926	-10	18
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 2	Northern Kentucky University	Junior	Non-Business	Virtual	1	7336.733335	399	18.387803	21	38
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 2	University Of Texas - El Paso	Junior	Business	Virtual	1	1882.300001	261	7.211877	-5	13
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	University Of Texas - El Paso	Junior	Business	Virtual	1	9469.699999	669	14.155007	10	39
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 4	Arizona State University	Junior	Non-Business	Onsite	1	3041.533333	216	14.081173	16	24
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 2	Other	Senior	Business	Onsite	1	88.966667	2	44.483334	null	null
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 5	Arizona State University	Incoming Freshman	Non-Business	Onsite	1	2560.416667	110	23.276515	18	25
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 6	Remote Texas	NaN	Business	Virtual	1	193.966667	2	96.983334	null	null
PathEDU	New Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Wave 6	El Paso Community College	Junior	Business	Onsite	1	5716.816665	311	18.382047	25	37
PathEDU	New Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Wave 4	University Of Texas - El Paso	Junior	Business	NaN	1	290.3	16	18.14375	null	null
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	El Paso Community College	Senior	Business	NaN	1	776.266668	42	18.48254	6	8
PathEDU	Re-Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Re-Hire	Marshall	Junior	Non-Business	Virtual	3	16382.41667	1041	15.737192	59	93
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Sophomore	Business	Virtual	1	920.966666	94	9.797518	-1	6
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	El Paso Community College	Freshman	Business	Onsite	1	4318.883334	244	17.700342	5	11
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Junior	Business	Onsite	3	11045.5	754	14.649204	55	93
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Senior	Non-Business	NaN	2	3536.716668	155	22.817527	-1	8
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrDuringTraining	Re-Hire	Arizona State University	Senior	Business	NaN	1	null	null	null	null	null
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	USA | Arizona	NaN	Business	Onsite	3	1377.75	105	13.121429	2	11
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Sophomore	Business	Onsite	1	6196.200004	301	20.585382	10	26
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Junior	Non-Business	Virtual	3	28099.25	1425	19.718772	37	112
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Freshman	Business	Onsite	1	6351.7	462	13.748268	34	48
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Sophomore	Non-Business	NaN	2	4987.533333	273	18.269353	31	44
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Junior	Non-Business	Onsite	5	47637.81667	2500	19.055127	111	216
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Incoming Freshman	Non-Business	Onsite	1	5269.333333	269	19.5886	36	45
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Freshman	Business	Onsite	1	7179.633335	371	19.352111	19	29
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Senior	Non-Business	Onsite	2	24237.36666	1221	19.850423	51	96
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Freshman	Non-Business	Onsite	4	29610.15001	1537	19.264899	32	113
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Remote Arizona	NaN	Business	Virtual	1	45.9	1	45.9	null	null
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Freshman	Non-Business	Virtual	1	16801.76667	1225	13.715728	21	56
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Freshman	Non-Business	Onsite	1	4048.666665	360	11.246296	7	17
PathEDU	Re-Hire	PS	FOUNDEVER	TermAfterPeak	AttrAfterPeak	Re-Hire	Marshall	Sophomore	Business	Virtual	1	null	null	null	null	null
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Junior	Non-Business	Onsite	3	30291.71666	1743	17.379069	153	210
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Sophomore	Non-Business	Onsite	1	211.533333	17	12.443137	-1	1
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Remote Texas	NaN	Business	Virtual	1	3850.599999	349	11.033238	1	7
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Freshman	Non-Business	NaN	2	6812.766667	420	16.220873	-1	30
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Sophomore	Business	Virtual	1	4444.433334	218	20.387309	15	25
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrDuringTraining	Re-Hire	Remote Texas	NaN	Business	Virtual	1	1318.916668	75	17.585556	2	4
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Salt Lake Community College	Junior	Business	Onsite	1	11761.76666	805	14.61089	9	48
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	USA | Texas	NaN	Business	Onsite	1	258.683333	20	12.934167	0	1
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	University Of Texas - El Paso	Junior	Business	NaN	1	899.899999	56	16.069643	2	6
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Graduate	Non-Business	Virtual	3	26580.8	1593	16.686001	49	118
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	El Paso Community College	Graduate	Non-Business	Virtual	1	18601.65	1538	12.094701	1	65
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	USA | Arizona	NaN	Business	Onsite	1	208.9	11	18.990909	2	2
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Junior	Non-Business	Onsite	1	2327.433334	144	16.162731	15	21
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Junior	Business	Onsite	1	10340.13333	742	13.93549	16	50
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Sophomore	Business	Onsite	1	11010.08334	499	22.064295	16	43
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	University Of Texas - El Paso	Junior	Non-Business	Virtual	1	297.55	23	12.936957	0	1
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	El Paso Community College	NaN	Non-Business	Onsite	2	33656.8	2391	14.076453	95	158
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Utah	Senior	Non-Business	Onsite	1	10955.11667	743	14.744437	10	40
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University of Texas - El Paso	Junior	Business	Onsite	1	2003	87	23.022989	3	5
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Incoming Freshman	Business	Onsite	1	12755.85	598	21.330853	43	63
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	El Paso Community College	NaN	Non-Business	NaN	1	1499.566667	141	10.635225	2	8
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Sophomore	Non-Business	Virtual	1	5247.416667	229	22.914483	24	30
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Freshman	Business	Onsite	1	9797.766667	559	17.527311	29	44
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	University Of Texas - El Paso	Sophomore	Business	NaN	1	451.966666	17	26.586274	1	1
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	EAW-UofU	NaN	Business	Onsite	1	64.3	3	21.433333	null	null
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Freshman	Business	NaN	1	656.233335	66	9.942929	1	7
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Other	Sophomore	Business	Virtual	1	6978.099997	268	26.037687	13	27
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Senior	Non-Business	Onsite	1	12654.16667	615	20.575881	73	101
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Sophomore	Business	Onsite	1	6126.449999	376	16.29375	13	33
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	University Of Texas - El Paso	Sophomore	Non-Business	NaN	1	618.35	141	4.385461	2	2
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Sophomore	Non-Business	Virtual	1	6.75	1	6.75	null	null
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermAfterPeak	AttrAfterPeak	Re-Hire	Arizona State University	Sophomore	Non-Business	Onsite	1	4514.766665	255	17.704967	22	43
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Northern Kentucky University	Freshman	Non-Business	Virtual	1	11211.43333	478	23.454881	-5	29
PathEDU	Re-Hire	PS	EDUCATION AT WORK	TermBeforePeak	AttrBeforePeak	Re-Hire	Arizona State University	Junior	Business	NaN	1	1739.65	113	15.395133	7	8
