product_name,corp_id,corp_login,expert_partner_name,expert_role,proficiency_level,hire_type,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator,cst_basic_numerator,cst_basic_denominator,cst_deluxe_numerator,cst_deluxe_denominator,cst_premium_numerator,cst_premiun_denominator
TTL Full Service Consumer,50000080013,SWOODS3,INTUIT,Tax Expert,PL4,Re-Hire,7,8,1,2,159.88,184.87,78,105,11063.25,417,331.210433,126,41.507256,26,63.55821,26,226.144967,74
TTL Assisted Consumer,50000080333,MMARTIN11,INTUIT,Tax Expert,PL4,Re-Hire,4,6,5,6,0,0,0,0,2118.216667,88,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50000080333,MMARTIN11,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,0,0,0,0,460.866666,30,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50000087411,VKOTA1,INTUIT,Tax Specialist,PL1,New Hire,2,2,1,2,32.54,44.26,0,0,1026.933327,51,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50000087411,VKOTA1,INTUIT,Tax Specialist,PL1,New Hire,0,0,0,0,20.49,27.58,3,11,478.733334,58,3.581716,3,1.841707,2,1.740009,1,0,0
TTL Assisted Consumer,50001951059,JREDD1,INTUIT,Tax Expert,PL2,Re-Hire,7,7,7,7,27.54,31.31,0,0,3124.816668,102,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001951059,JREDD1,INTUIT,Tax Expert,PL2,Re-Hire,5,5,1,1,82.88,90.08,37,66,4197.63333,185,230.887861,55,123.590079,29,76.75748,18,30.540302,8
TTL Full Service Consumer,50001968551,JBIRCH,INTUIT,Tax Expert,OTHER,Re-Hire,0,0,0,0,0,0,0,0,1422.783333,35,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001969108,AWOUDSTRA,INTUIT,Tax Expert,OTHER,Re-Hire,0,0,0,0,0,0,0,0,804.416667,68,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001969774,CRENNIE,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,0,0,0,0,0,0,59.327861,22,9.463008,7,7.469412,4,42.395441,11
TTL Assisted Consumer,50001969898,LPERRI,INTUIT,Tax Expert,PL2,Re-Hire,4,4,3,3,17.28,23.96,0,0,3280.416667,74,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001969898,LPERRI,INTUIT,Tax Expert,PL2,Re-Hire,3,5,0,0,111.3,146.11,38,70,8174.050003,312,197.271228,56,91.89609,34,47.86601,14,57.509128,8
TTL Assisted Consumer,50001979411,AAGBOTA,INTUIT,Tax Specialist,PL3,Re-Hire,12,14,13,14,90.3,100.81,0,0,4453.083334,159,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001979411,AAGBOTA,INTUIT,Tax Specialist,PL3,Re-Hire,35,37,2,3,272.69,300.65,69,121,10200.05,596,722.123502,247,207.250256,93,259.909283,94,252.235252,59
TTL Assisted Consumer,50001979696,GGASTON,INTUIT,Tax Associate,PL2,Re-Hire,28,31,27,29,162.08,197.73,0,0,9068.216659,448,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001979696,GGASTON,INTUIT,Tax Associate,PL2,Re-Hire,6,6,0,0,224.74,261.7,78,154,7304.850008,590,251.354307,137,75.798023,56,78.071252,40,96.788325,40
TTL Assisted Consumer,50001981063,GCULCLAGER,INTUIT,Tax Associate,PL4,Re-Hire,1,8,4,7,52.27,60.59,0,0,5247.733335,229,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001981063,GCULCLAGER,INTUIT,Tax Associate,PL4,Re-Hire,7,7,0,0,182.51,200.79,104,146,8893.583335,481,361.107931,171,41.469839,41,57.388533,38,262.249559,92
TTL Assisted Consumer,50001981219,PMCGUINNESS,INTUIT,Tax Expert,PL4,Re-Hire,8,11,9,11,32.41,37.26,0,0,4661.499995,240,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001981219,PMCGUINNESS,INTUIT,Tax Expert,PL4,Re-Hire,10,10,2,2,94.51,104.05,33,55,4501.183334,233,369.950826,85,48.016297,21,88.585272,24,231.78228,39
TTL Assisted Consumer,50001981269,KBITTLES,INTUIT,Tax Expert,PL4,Re-Hire,5,5,5,5,12.81,16.42,0,0,1280.333335,51,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001981269,KBITTLES,INTUIT,Tax Expert,PL4,Re-Hire,5,5,1,1,83.62,92.98,36,50,4947.516669,192,155.181388,61,19.207668,12,40.457469,22,95.516251,27
TTL Assisted Consumer,50001981489,ALATTA,INTUIT,Tax Associate,PL4,Re-Hire,1,3,0,2,12.84,15.01,0,0,868.066665,28,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001981489,ALATTA,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,21.65,24.6,28,30,1092.583334,62,533.689946,113,46.822681,19,104.136472,25,370.093178,68
TTL Assisted Consumer,50001981817,SSICHERMAN,INTUIT,Tax Expert,PL4,Re-Hire,3,4,4,4,14.22,16.96,0,0,876.799999,44,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001981817,SSICHERMAN,INTUIT,Tax Expert,PL4,Re-Hire,4,4,1,1,119.25,135.19,58,90,6307.333332,313,318.804913,92,31.502458,18,63.070323,26,224.232132,48
TTL Assisted Consumer,50001982243,RROSSBOSWELL,INTUIT,Tax Associate,PL4,Re-Hire,4,4,4,4,22.92,27,0,0,1339.600001,49,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001982243,RROSSBOSWELL,INTUIT,Tax Associate,PL4,Re-Hire,1,3,0,0,98.46,114.16,26,48,3569.866667,279,75.279124,36,20.90939,14,14.351403,9,40.018331,13
TTL Assisted Consumer,50001982291,JMOORE13,INTUIT,Tax Expert,PL4,Re-Hire,2,2,2,2,13.72,16.84,0,0,600.916667,43,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001982291,JMOORE13,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,60.07,69.24,29,34,1839.316658,184,219.280802,61,34.658617,16,36.877462,15,147.744723,30
TTL Assisted Consumer,50001982419,NSTLOUIS,INTUIT,Tax Expert,PL3,Re-Hire,4,4,4,4,10.38,11.48,0,0,833.916664,25,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001982419,NSTLOUIS,INTUIT,Tax Expert,PL3,Re-Hire,3,5,0,1,72.16,78.86,33,49,2988.299998,140,126.371534,30,10.841306,4,37.23905,13,78.291178,13
TTL Assisted Consumer,50001982992,TBECKER2,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,1.97,2.78,0,0,137.500001,8,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001982992,TBECKER2,INTUIT,Tax Expert,PL4,Re-Hire,4,4,1,1,30.74,33.84,12,24,3171.800001,83,67.572005,13,11.667684,4,27.620374,3,28.283947,6
TTL Assisted Consumer,50001983055,SCLARK14,INTUIT,Tax Associate,PL3,Re-Hire,-1,1,0,1,12.4,15.15,0,0,1459.066666,40,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50001983055,SCLARK14,INTUIT,Tax Associate,PL4,Re-Hire,-1,1,0,1,12.4,15.15,0,0,1459.066666,40,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001983055,SCLARK14,INTUIT,Tax Associate,PL3,Re-Hire,2,2,0,0,19.59,23.89,11,23,4332.033332,57,56.376718,21,23.183114,8,14.978763,7,18.214841,6
TTL Full Service Consumer,50001983055,SCLARK14,INTUIT,Tax Associate,PL4,Re-Hire,2,2,0,0,19.59,23.89,11,23,4332.033332,57,56.376718,21,23.183114,8,14.978763,7,18.214841,6
TTL Assisted Consumer,50001983184,SOWENS,INTUIT,Tax Associate,PL3,Re-Hire,10,12,9,10,44.83,48.48,0,0,2843.799996,116,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001983184,SOWENS,INTUIT,Tax Associate,PL3,Re-Hire,4,4,0,0,85.1,90.03,35,56,5520.666669,183,203.883633,53,33.08415,13,46.472617,17,117.444765,22
TTL Assisted Consumer,50001983490,DCOAKLEY,INTUIT,Tax Expert,PL4,Re-Hire,0,2,1,2,20.31,23.33,0,0,3460.383332,93,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001983490,DCOAKLEY,INTUIT,Tax Expert,PL4,Re-Hire,14,14,5,5,101.57,117.34,44,59,8326.133333,251,461.73995,103,62.810086,28,129.321254,34,269.60861,41
TTL Assisted Consumer,50001984257,MBUCHANAN,INTUIT,Tax Associate,PL4,Re-Hire,3,4,3,3,35.74,42.01,0,0,3187.833333,95,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001984257,MBUCHANAN,INTUIT,Tax Associate,PL4,Re-Hire,2,4,1,2,107.15,117.66,53,69,6754.783328,234,408.223002,91,59.656608,23,40.153196,16,308.413198,52
TTL Assisted Consumer,50001985777,JGROSSMAN,INTUIT,Tax Expert,PL3,Re-Hire,3,3,3,3,24.82,28.52,0,0,2743.949998,52,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001985777,JGROSSMAN,INTUIT,Tax Expert,PL3,Re-Hire,9,11,6,8,118.8,139.43,54,75,6819.083329,295,149.876918,58,15.812728,13,62.784747,24,71.279443,21
TTL Assisted Consumer,50001986023,YHEATON,INTUIT,Tax Specialist,PL4,Re-Hire,5,5,5,5,15.91,19.05,0,0,499.116666,33,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001986023,YHEATON,INTUIT,Tax Specialist,PL4,Re-Hire,2,2,0,0,20.9,22.75,18,27,721.516666,54,447.52119,193,106.458249,73,100.749308,46,237.756687,73
TTL Assisted Consumer,50001986577,KFENWICK,INTUIT,Tax Expert,PL4,Re-Hire,23,29,26,28,47.36,55.29,0,0,6455.250005,351,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001986577,KFENWICK,INTUIT,Tax Expert,PL4,Re-Hire,11,14,5,5,184.67,211.37,73,105,7806.316666,608,505.590088,158,44.407556,33,94.692548,37,366.489984,88
TTL Assisted Consumer,50001987322,JWILLIAMS29,INTUIT,Tax Associate,PL4,Re-Hire,11,11,11,11,65.6,72.16,0,0,4592.266663,167,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001987322,JWILLIAMS29,INTUIT,Tax Associate,PL4,Re-Hire,5,6,4,4,217.51,237.08,93,153,12343.13333,528,656.155324,192,53.416765,37,78.804069,36,519.859222,118
TTL Assisted Consumer,50001987422,SPACKARD,INTUIT,Tax Expert,PL4,Re-Hire,10,10,9,10,7.4,8.99,0,0,6151.016666,193,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001987422,SPACKARD,INTUIT,Tax Expert,PL4,Re-Hire,8,10,5,6,197.25,221.48,47,105,9552.166662,848,528.574371,98,74.396927,23,121.511457,30,302.900348,42
TTL Assisted Consumer,50001989300,KHARVEY2,INTUIT,Tax Expert,PL4,Re-Hire,18,21,19,21,7.81,8.68,0,0,9631.749998,484,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001989300,KHARVEY2,INTUIT,Tax Expert,PL4,Re-Hire,5,10,4,4,126.88,136.95,59,106,6187.783335,420,487.411158,142,43.458226,32,100.625191,38,343.327741,72
TTL Assisted Consumer,50001989367,TBOLDENE,INTUIT,Tax Associate,PL1,Re-Hire,1,5,3,5,32.31,40.23,0,0,2752.6,125,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001989367,TBOLDENE,INTUIT,Tax Associate,PL1,Re-Hire,1,1,0,0,52.15,59.24,21,35,1648.433333,132,152.913194,49,94.823199,31,25.013085,11,33.07691,7
TTL Assisted Consumer,50001994240,CADCOCK,INTUIT,Tax Expert,PL4,Re-Hire,19,20,17,19,26.47,29.25,0,0,4892.133327,205,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001994240,CADCOCK,INTUIT,Tax Expert,PL4,Re-Hire,11,11,2,2,93.51,103.69,48,72,5284.683328,520,283.84054,82,51.142827,18,80.413646,30,152.284067,34
TTL Assisted Consumer,50001996479,SWENNERMARK,INTUIT,Tax Expert,PL4,Re-Hire,2,3,3,3,23.05,27.1,0,0,1657.33334,71,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001996479,SWENNERMARK,INTUIT,Tax Expert,PL4,Re-Hire,13,17,3,4,123.32,137.96,86,94,5919.550005,285,284.338622,146,30.846655,31,54.169364,37,199.322603,78
TTL Assisted Consumer,50001996571,SJACKSON,INTUIT,Tax Associate,OTHER,Re-Hire,7,10,10,10,73.71,85.71,0,0,3402.716664,173,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50001996603,MREID4,INTUIT,Tax Associate,PL4,Re-Hire,6,8,7,8,18.5,19.66,0,0,3300.766665,99,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001996603,MREID4,INTUIT,Tax Associate,PL4,Re-Hire,7,7,2,2,112.75,124,53,60,5558.500004,286,485.442367,76,49.807331,15,114.176197,22,321.458839,39
TTL Assisted Consumer,50001996863,NREVELL,INTUIT,Tax Associate,PL3,Re-Hire,3,6,5,6,58.87,72.36,0,0,2814.016667,186,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001996863,NREVELL,INTUIT,Tax Associate,PL3,Re-Hire,1,4,2,3,178.04,206.83,87,135,9167.866675,465,433.184089,151,132.472561,61,160.630052,57,140.081476,33
TTL Assisted Consumer,50001996994,NADAMS2,INTUIT,Tax Associate,PL4,Re-Hire,5,8,7,7,33.18,37.82,0,0,1758.316667,96,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001996994,NADAMS2,INTUIT,Tax Associate,PL4,Re-Hire,3,5,2,3,172.29,186.33,40,60,5063.28333,394,298.718332,84,27.233606,15,105.655696,31,161.336703,37
TTL Assisted Consumer,50001997287,MMORDEN,INTUIT,Tax Associate,PL4,Re-Hire,5,5,5,5,22.47,25.66,0,0,2243.199998,60,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001997287,MMORDEN,INTUIT,Tax Associate,PL4,Re-Hire,1,3,0,1,85.83,95.97,32,48,5879.016663,214,226.27401,52,44.670172,17,58.358916,14,123.244922,21
TTL Assisted Consumer,50001997499,TGARNER1,INTUIT,Tax Expert,PL4,Re-Hire,8,9,8,8,37.98,45.78,0,0,3199.8,167,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001997499,TGARNER1,INTUIT,Tax Expert,PL4,Re-Hire,0,4,0,2,103.47,116.74,51,100,6383.949999,291,638.733855,153,59.930611,36,70.446025,26,480.658688,89
TTL Assisted Consumer,50001997930,LATKINS,INTUIT,Tax Expert,PL4,Re-Hire,-3,3,1,3,38.01,46.24,0,0,6736.833335,182,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001997930,LATKINS,INTUIT,Tax Expert,PL4,Re-Hire,3,3,0,0,135.02,156.03,35,79,3264.316666,349,209.2654,84,24.127472,21,62.564435,25,118.857269,37
TTL Assisted Consumer,50001998684,LDUNN3,INTUIT,Tax Expert,PL2,New Hire,0,0,0,0,12.22,17.84,0,0,1133.899997,45,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001998684,LDUNN3,INTUIT,Tax Expert,PL2,New Hire,1,1,0,0,25.46,31.12,15,21,1967,57,93.970129,19,18.894566,5,54.059198,10,21.016365,4
TTL Assisted Consumer,50001998958,MFREEMAN1,INTUIT,Tax Expert,PL4,Re-Hire,5,5,5,5,19.9,21.91,0,0,4603.916664,105,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001998958,MFREEMAN1,INTUIT,Tax Expert,PL4,Re-Hire,8,8,0,0,81.55,93.25,52,69,15577.65,209,832.329557,194,107.551627,45,134.728266,43,585.910567,105
TTL Assisted Consumer,50001998974,VSAMPSON,INTUIT,Tax Associate,PL2,Re-Hire,3,8,5,8,63.73,73.71,0,0,3937.299997,192,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001998974,VSAMPSON,INTUIT,Tax Associate,PL2,Re-Hire,4,10,2,2,121.37,135.16,48,74,7268.983329,335,519.601228,165,196.195304,67,161.351202,55,162.054722,43
TTL Assisted Consumer,50001998975,DYEARGIN,INTUIT,Tax Associate,PL4,Re-Hire,3,3,3,3,50.29,60.96,0,0,2847.783334,169,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001998975,DYEARGIN,INTUIT,Tax Associate,PL4,Re-Hire,10,10,0,0,119.11,137.73,55,99,5856.883331,342,201.683868,81,35.801631,19,28.404492,17,137.477745,45
TTL Assisted Consumer,50001998980,TSIMPSON2,INTUIT,Tax Associate,PL3,Re-Hire,9,9,9,9,28.48,33.27,0,0,2353.800003,90,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001998980,TSIMPSON2,INTUIT,Tax Associate,PL3,Re-Hire,1,1,0,0,56.33,64.87,21,42,2595.116666,138,154.37169,46,19.070573,9,72.494231,22,62.806886,15
TTL Assisted Consumer,50001999197,SSTUBBS,INTUIT,Tax Specialist,PL1,Re-Hire,16,18,16,17,74.71,79.19,0,0,3423.466665,107,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001999197,SSTUBBS,INTUIT,Tax Specialist,PL1,Re-Hire,24,25,1,2,131.54,138.08,27,42,5286.583332,262,125.095134,64,52.795431,33,33.761718,16,38.537985,15
TTL Assisted Consumer,50001999279,EWILLIAMS,INTUIT,Tax Associate,PL4,Re-Hire,2,2,1,1,20.01,23.23,0,0,954.749998,44,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50001999279,EWILLIAMS,INTUIT,Tax Associate,PL4,Re-Hire,5,6,2,2,120.31,135.99,34,57,3216.183327,316,223.183758,44,29.95945,9,29.546648,9,163.67766,26
TTL Assisted Consumer,50002006512,MABDELFATTAH,INTUIT,Tax Expert,PL4,Re-Hire,11,16,13,16,7.03,7.53,0,0,6303.950006,327,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002006512,MABDELFATTAH,INTUIT,Tax Expert,PL4,Re-Hire,16,20,2,4,54.77,59.34,51,76,5280.800001,198,777.138902,203,197.951589,71,258.509755,68,320.677558,64
TTL Assisted Consumer,50002011461,SZOGLAUER,INTUIT,Tax Specialist,PL2,New Hire,2,6,5,6,23.06,25.27,0,0,1503.199999,33,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002011461,SZOGLAUER,INTUIT,Tax Specialist,PL2,New Hire,2,3,2,3,62.78,68.71,6,10,2683.033332,113,69.126364,8,18.235634,2,50.89073,6,0,0
TTL Assisted Consumer,50002014402,TMOHN,INTUIT,Tax Expert,PL3,Re-Hire,11,14,13,13,84.45,102.08,0,0,3850.516666,225,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002014402,TMOHN,INTUIT,Tax Expert,PL3,Re-Hire,5,9,4,4,319.84,368.06,181,253,12120.81667,749,410.173186,235,53.554123,52,93.493136,67,259.939676,115
TTL Assisted Consumer,50002014416,JFLORES8,INTUIT,Tax Associate,PL4,Re-Hire,6,9,8,9,52.42,65.67,0,0,4921.95,202,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002014416,JFLORES8,INTUIT,Tax Associate,PL4,Re-Hire,16,19,4,5,101.25,122.34,56,75,8021.25,274,440.077774,114,45.959479,24,77.87385,21,302.240584,68
TTL Assisted Consumer,50002014428,CHUNTER1,INTUIT,Tax Associate,PL4,Re-Hire,4,7,7,7,36.82,40.64,0,0,3008.000002,137,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002014428,CHUNTER1,INTUIT,Tax Associate,PL4,Re-Hire,5,8,2,3,217.18,240.01,66,105,5720.466664,592,563.553173,221,76.127523,56,68.88224,41,417.465418,122
TTL Assisted Consumer,50002014438,LGUY,INTUIT,Tax Expert,PL2,Re-Hire,5,8,7,8,52.13,58.9,0,0,3477.516667,149,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002014438,LGUY,INTUIT,Tax Expert,PL2,Re-Hire,1,6,1,1,97.89,110.44,56,92,7833.883334,247,228.407725,100,57.248315,37,91.320209,42,79.839201,21
TTL Assisted Consumer,50002014496,BKENK,INTUIT,Tax Associate,PL4,Re-Hire,10,10,9,9,67.09,78.62,0,0,8802.066661,550,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002014496,BKENK,INTUIT,Tax Associate,PL4,Re-Hire,2,11,3,5,200.86,228.88,84,136,8722.066664,596,304.361337,171,35.495886,40,56.201507,41,212.372082,89
TTL Assisted Consumer,50002014499,DCOBBIN,INTUIT,Tax Associate,PL4,Re-Hire,1,3,2,3,24.66,26.92,0,0,3153.149996,128,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002014499,DCOBBIN,INTUIT,Tax Associate,PL4,Re-Hire,0,2,0,0,247.19,275.11,53,81,7118.550001,837,415.175232,98,74.496968,32,73.500691,24,267.177573,42
TTL Assisted Consumer,50002014506,ACOOPER4,INTUIT,Tax Expert,PL4,Re-Hire,9,9,9,9,10.24,11.74,0,0,5779.700006,207,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002014506,ACOOPER4,INTUIT,Tax Expert,PL4,Re-Hire,4,6,1,1,88.32,92.76,59,69,5842.78334,250,456.831351,113,60.877973,22,115.067492,33,280.885886,58
TTL Assisted Consumer,50002014517,TSTITES,INTUIT,Tax Expert,PL4,Re-Hire,0,1,1,1,5.62,6.38,0,0,821.883334,34,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002014517,TSTITES,INTUIT,Tax Expert,PL4,Re-Hire,1,1,0,0,42.21,46.83,29,39,1521.683335,117,349.150074,90,40.006299,21,82.150158,31,224.564805,37
TTL Assisted Consumer,50002014528,SSCOTT11,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,4.61,5.02,0,0,1786.866665,32,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002014528,SSCOTT11,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,57,64.02,4,15,2125.783332,178,91.524956,11,36.14256,5,25.57732,3,29.805076,3
TTL Assisted Consumer,50002014903,ADELVALLE,INTUIT,Tax Expert,PL4,Re-Hire,5,5,5,5,18.41,21.41,0,0,1884.016671,92,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002014903,ADELVALLE,INTUIT,Tax Expert,PL4,Re-Hire,-1,1,0,0,94.47,106.02,54,78,3404.350003,231,434.508748,112,46.728711,23,81.729964,30,306.050073,59
TTL Assisted Consumer,50002014977,MFERSTEL,INTUIT,Tax Expert,PL4,Re-Hire,1,1,1,1,27.39,33.9,0,0,885.250001,98,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002014977,MFERSTEL,INTUIT,Tax Expert,PL4,Re-Hire,2,2,1,1,56.3,62.11,58,77,1690.283327,135,300.284943,114,35.986638,24,96.422899,39,161.082227,50
TTL Assisted Consumer,50002015595,JBEASLEY2,INTUIT,Tax Associate,PL4,Re-Hire,22,24,21,22,82.34,98.87,0,0,11238.3,513,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002015595,JBEASLEY2,INTUIT,Tax Associate,PL4,Re-Hire,10,12,3,4,173.86,194.65,120,178,10175.33334,483,501.007942,312,73.620197,71,86.579471,63,340.808274,178
TTL Assisted Consumer,50002015923,JCONROY,INTUIT,Tax Associate,PL4,Re-Hire,5,10,9,10,21.73,26.32,0,0,3186.61667,179,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002015923,JCONROY,INTUIT,Tax Associate,PL4,Re-Hire,8,9,2,2,172.08,194.36,87,113,12688.46667,499,317.820652,154,39.035492,30,46.539838,35,232.245322,89
TTL Assisted Consumer,50002016121,CPERRY4,INTUIT,Tax Associate,PL2,Re-Hire,7,9,7,8,39.81,45.07,0,0,3272.000001,121,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002016121,CPERRY4,INTUIT,Tax Associate,PL2,Re-Hire,1,5,0,2,209.78,233.17,65,101,7401.116669,513,191.785558,89,55.154155,34,97.629187,41,30.468304,12
TTL Assisted Consumer,50002016671,SROGERS,INTUIT,Tax Specialist,PL3,Re-Hire,8,8,8,8,34.48,36.73,0,0,1535.183327,58,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002016671,SROGERS,INTUIT,Tax Specialist,PL3,Re-Hire,24,30,3,3,173.87,187.24,49,73,7215.499997,347,354.791752,175,78.39088,64,98.582923,56,174.949354,54
TTL Assisted Consumer,50002016751,JMILBURN1,INTUIT,Tax Associate,OTHER,Re-Hire,36,43,42,43,564.56,648.11,0,0,19645.23333,1020,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002016928,TADAMS3,INTUIT,Tax Associate,PL4,Re-Hire,7,7,7,7,12.53,13.89,0,0,1099.5,57,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002016928,TADAMS3,INTUIT,Tax Associate,PL4,Re-Hire,5,5,1,1,60.55,68.57,35,54,2764.066673,174,438.961045,64,47.723814,12,74.251557,14,303.106561,37
TTL Assisted Consumer,50002017029,CWEST3,INTUIT,Tax Expert,PL3,Re-Hire,0,0,0,0,4.07,5.1,0,0,240.450001,23,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002017029,CWEST3,INTUIT,Tax Expert,PL2,Re-Hire,0,0,0,0,4.07,5.1,0,0,240.450001,23,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002017029,CWEST3,INTUIT,Tax Expert,PL3,Re-Hire,1,1,0,0,10.94,11.63,12,21,636.183333,37,8.557386,5,6.630965,4,1.926421,1,0,0
TTL Full Service Consumer,50002017029,CWEST3,INTUIT,Tax Expert,PL2,Re-Hire,1,1,0,0,10.94,11.63,12,21,636.183333,37,8.557386,5,6.630965,4,1.926421,1,0,0
TTL Assisted Consumer,50002017260,BROUTE,INTUIT,Tax Associate,PL3,Re-Hire,18,23,18,22,150.61,180.37,0,0,7053.850003,350,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002017260,BROUTE,INTUIT,Tax Associate,PL3,Re-Hire,25,40,7,10,371.35,411.65,165,253,18972.33334,828,542.335234,180,105.482287,47,143.764775,55,293.088172,78
TTL Assisted Consumer,50002020506,MPASTERCZYK,INTUIT,Tax Associate,PL3,Re-Hire,9,10,9,10,68.7,82.52,0,0,4953.633325,268,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002020506,MPASTERCZYK,INTUIT,Tax Associate,PL3,Re-Hire,1,1,0,0,121.07,136.24,43,73,3364.383329,274,284.536024,77,30.584942,14,43.298171,17,204.759491,45
TTL Assisted Consumer,50002020663,SPATTERSON3,INTUIT,Tax Expert,PL4,Re-Hire,2,2,2,2,12.61,14.23,0,0,736.683332,33,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002020663,SPATTERSON3,INTUIT,Tax Expert,PL4,Re-Hire,3,3,0,0,55.11,63.11,47,66,1767.000002,126,335.443635,135,35.199435,24,59.178385,35,241.065815,76
TTL Assisted Consumer,50002021038,KVENIA,INTUIT,Tax Expert,PL4,Re-Hire,4,4,4,4,22.74,25.22,0,0,1182.316667,53,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002021038,KVENIA,INTUIT,Tax Expert,PL4,Re-Hire,0,4,0,0,197.15,219.26,64,100,8650.366657,521,169.332779,108,30.444408,25,31.720433,25,107.167938,58
TTL Assisted Consumer,50002025836,DTAYLOR11,INTUIT,Tax Associate,PL4,Re-Hire,4,4,3,3,14.85,16.11,0,0,901.749999,41,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002025836,DTAYLOR11,INTUIT,Tax Associate,PL4,Re-Hire,3,3,0,0,51.42,55.55,35,48,2735.66667,123,219.353896,93,51.327947,33,47.073989,22,116.641016,37
TTL Assisted Consumer,50002025843,TBUTCHKO,INTUIT,Tax Associate,PL2,Re-Hire,5,5,5,5,68.41,84.45,0,0,2612.199996,162,0,0,0,0,0,0,0,0
