product_name,expert_partner_name,expert_role,proficiency_level,contact_type,hire_type,expert_tenure_category,reporting_period,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,60-90 days,After Season,-1,2,1,2,13.69,17.42,0,0,73.616666,4,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,30-60 days,After Season,0,0,0,0,34.31,41.63,0,0,359.316665,27,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,30-60 days,26-Mar,75,105,84,98,613.43,758.92,0,0,24805.88331,966,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,90-120 days,After Season,2,5,3,5,20.64,26.08,0,0,632.316665,36,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,30-60 days,26-Apr,1191,1729,1413,1620,14607.46,17977.57,0,0,648853.7334,25215,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,30-60 days,26-Apr,26,54,41,52,581.59,743.51,0,0,20959.40001,1012,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,< 30 days,26-Apr,323,468,392,436,3164.6,3894.76,0,0,153718.4667,5410,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,30-60 days,26-Feb,0,0,0,0,7.75,10.85,0,0,245.433333,13,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,< 30 days,26-Mar,-1,1,0,1,24.81,31.24,0,0,1071.399997,48,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Chat,Re-Hire,< 30 days,26-Jan,1,1,1,1,0,0,0,0,69.016667,8,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Chat,New Hire,30-60 days,26-Apr,0,0,0,0,0,0,0,0,595.233332,22,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,< 30 days,26-Feb,3,10,6,8,29.53,37.53,0,0,1221.883332,57,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Chat,New Hire,30-60 days,26-Feb,0,0,0,0,0,0,0,0,64.75,1,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Chat,Re-Hire,< 30 days,26-Feb,1,3,2,2,0,0,0,0,484.049999,31,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,30-60 days,26-Feb,4,10,6,8,143.11,185.53,0,0,15243.50001,575,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,< 30 days,Before Season,0,0,0,0,4.84,5.82,0,0,1995.166664,113,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Chat,New Hire,60-90 days,After Season,0,0,0,0,0,0,0,0,88.799998,12,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,< 30 days,After Season,0,0,0,0,43.84,53.14,0,0,456.599999,26,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,60-90 days,26-Feb,148,195,164,184,1265.89,1545.76,0,0,51872.63333,2446,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,90-120 days,After Season,0,0,0,0,9.75,12.57,0,0,0,0,0,0
TTL Assisted Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,120+ days,After Season,0,0,0,0,14.47,19.69,0,0,0,0,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,30-60 days,26-Mar,116,149,129,139,1379.8,1659.06,0,0,75438.14999,3030,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,30-60 days,26-Jan,510,642,558,619,5301.57,6476.4,0,0,195190.5333,9567,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,90-120 days,26-Feb,3,12,7,11,0,0,0,0,4721.716668,281,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,90-120 days,26-Mar,47,112,75,105,14.27,20.04,0,0,54085.06667,2090,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,30-60 days,After Season,2,2,2,2,0,0,0,0,2909.400005,127,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,30-60 days,26-Apr,58,76,66,74,581.84,708.98,0,0,29262.33333,1145,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,90-120 days,26-Mar,35,44,36,42,308.23,387.76,0,0,15133.20001,645,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,60-90 days,26-Feb,824,1090,942,1056,7337.39,8923.21,0,0,251814.2167,12004,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,90-120 days,26-Mar,4,4,4,4,0,0,0,0,2646.749998,127,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,90-120 days,26-Apr,313,458,387,439,5408.06,6679.73,0,0,277454.6667,12237,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,60-90 days,26-Jan,8,10,9,10,71.77,87.47,0,0,3206.116669,129,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,30-60 days,Before Season,881,1025,913,969,7913.82,9489.09,0,0,273000.25,14876,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,90-120 days,26-Apr,127,312,214,295,21.46,27.2,0,0,196653.6834,7945,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,60-90 days,26-Mar,292,391,327,365,3098.29,3713.7,0,0,173338.0333,7320,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,60-90 days,26-Apr,19,43,30,39,4.06,5.64,0,0,26654.95001,1037,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,90-120 days,26-Feb,23,39,30,36,233.95,290.96,0,0,7211.933337,410,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,90-120 days,After Season,5,12,10,12,1.55,1.62,0,0,14814.88332,447,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,30-60 days,26-Mar,33,58,41,50,7.04,9.59,0,0,28043.21666,1065,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,30-60 days,26-Feb,7,14,10,14,125.07,145.45,0,0,4018.71667,261,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,< 30 days,Before Season,3,3,2,2,0,0,0,0,586.399999,48,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,30-60 days,26-Feb,1087,1463,1240,1391,11395.47,13857.5,0,0,431320.7833,20051,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,30-60 days,Before Season,541,816,649,763,10.23,11.78,0,0,325113.9834,20181,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,120+ days,26-Apr,155,234,186,216,3575.89,4420.48,0,0,135576.9166,6715,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,< 30 days,26-Apr,3,5,4,5,0.71,0.71,0,0,5313.799995,245,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,< 30 days,26-Feb,373,447,389,426,3512.78,4210.64,0,0,141329.05,6088,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,30-60 days,After Season,1,2,2,2,97.85,126.21,0,0,3355.933333,152,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,60-90 days,26-Jan,1,1,1,1,1.66,1.66,0,0,216.433333,8,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,90-120 days,After Season,2,5,4,5,43.91,50.91,0,0,3028.633328,96,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,60-90 days,26-Jan,0,0,0,0,0,0,0,0,17.466667,3,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,30-60 days,26-Mar,78,114,96,109,917.35,1110.27,0,0,54123.28333,2076,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,90-120 days,26-Apr,5,5,3,4,21.54,24.37,0,0,1283.85,39,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,30-60 days,Before Season,11,15,9,12,69.47,81.66,0,0,3665.050004,248,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,120+ days,26-Feb,0,0,0,0,0,0,0,0,10.15,1,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,90-120 days,After Season,1,1,1,1,0,0,0,0,1101.83334,50,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,120+ days,After Season,2,4,4,4,78.11,97.74,0,0,2831.749996,143,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,30-60 days,26-Apr,18,29,21,26,0.57,0.71,0,0,18207.46666,786,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,30-60 days,26-Jan,1,1,1,1,16.1,20.62,0,0,556.233333,31,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,< 30 days,26-Feb,70,111,86,102,4.3,5.58,0,0,35174.68331,1677,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,< 30 days,26-Jan,1,1,1,1,0,0,0,0,300.300002,19,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,< 30 days,26-Jan,217,256,222,240,2084.71,2535.68,0,0,84515.73332,3801,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,60-90 days,After Season,2,2,2,2,76.57,98.75,0,0,2225.833331,101,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,60-90 days,26-Jan,-1,3,1,2,0,0,0,0,1552.700001,82,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,30-60 days,After Season,11,25,17,22,511.34,665.38,0,0,15938.28332,732,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,120+ days,After Season,46,84,62,79,1424.3,1825.27,0,0,42639.06667,2329,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,120+ days,After Season,14,43,26,39,3.7,5.32,0,0,28799.88334,1171,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,< 30 days,26-Jan,56,111,80,101,1.65,2.13,0,0,55019.56665,2833,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,30-60 days,26-Feb,317,585,418,544,23.14,29.57,0,0,201461.9833,10197,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,< 30 days,After Season,0,1,1,1,33.71,38.63,0,0,854.516666,35,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,120+ days,26-Apr,7,18,13,17,147.25,191.65,0,0,5978.533344,335,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,90-120 days,26-Mar,273,405,338,390,2971.29,3619.79,0,0,165534.9667,7361,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,60-90 days,26-Mar,12,18,12,16,197.63,242.56,0,0,8490.250004,355,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,30-60 days,26-Jan,121,245,175,226,7.67,9.43,0,0,102326.0833,6854,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,< 30 days,26-Feb,37,63,46,58,430.47,520.68,0,0,16754.89999,711,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,60-90 days,26-Mar,5,11,9,11,0,0,0,0,3267.716669,111,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,< 30 days,After Season,0,0,0,0,0,0,0,0,834.883334,24,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,30-60 days,26-Jan,0,0,0,0,0,0,0,0,237.866668,18,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,< 30 days,26-Mar,26,33,30,32,306.61,359.25,0,0,17590.01666,666,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,30-60 days,Before Season,4,7,6,7,0,0,0,0,2451.55,141,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,120+ days,26-Mar,7,13,9,12,109.86,135.11,0,0,6121.816667,255,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,60-90 days,26-Feb,13,19,14,17,0,0,0,0,5369.416659,253,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,60-90 days,26-Feb,369,722,524,676,20.7,25.17,0,0,239922.7167,11768,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,< 30 days,26-Apr,21,39,29,35,3.16,4.5,0,0,28344.78333,1210,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,30-60 days,After Season,-3,11,5,11,0.22,0.71,0,0,11565.33334,507,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,< 30 days,26-Jan,1,3,2,3,17.93,24.21,0,0,625.616668,35,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,120+ days,26-Feb,0,0,0,0,2.54,3.32,0,0,28.566667,3,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,30-60 days,26-Mar,18,30,25,28,6.57,7.75,0,0,16613.31666,610,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,60-90 days,26-Feb,20,33,25,30,253.78,294.53,0,0,8659.600004,417,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,60-90 days,After Season,3,6,5,6,0.59,0.61,0,0,4203.033337,211,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,60-90 days,26-Apr,143,212,178,201,1883.28,2326.56,0,0,113136.45,4548,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,< 30 days,Before Season,154,180,157,169,1422.97,1707.23,0,0,65418.66666,3637,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,< 30 days,26-Apr,57,98,74,87,861.55,1058.48,0,0,49008.34999,1852,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,< 30 days,Before Season,205,290,225,274,1.77,2.76,0,0,111063.6167,6518,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,30-60 days,26-Feb,0,3,1,1,0,0,0,0,969.549999,57,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,120+ days,26-Apr,41,129,83,122,4.51,6.02,0,0,119879.6,4836,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,< 30 days,26-Feb,16,41,29,39,0,0,0,0,12331.76668,546,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,60-90 days,Before Season,6,6,6,6,71.4,87.99,0,0,3377.300005,154,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,120+ days,26-Apr,-3,7,2,6,0,0,0,0,1772.233335,98,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,< 30 days,Before Season,2,2,2,2,18.83,24.74,0,0,2106.249999,120,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,< 30 days,26-Mar,17,32,21,28,4.43,6.43,0,0,17125.01666,613,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,120+ days,After Season,0,0,0,0,0.59,0.71,0,0,815.933331,35,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,60-90 days,26-Apr,26,75,51,70,9.34,13.51,0,0,58688.20001,2257,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,60-90 days,After Season,16,24,19,22,270.6,351.71,0,0,9728.283328,483,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,< 30 days,26-Apr,12,23,19,22,200.44,241.7,0,0,11608.84999,424,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,60-90 days,26-Apr,50,71,61,70,833.6,1017.37,0,0,39157.99998,1582,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,60-90 days,After Season,2,6,3,5,0.4,0.91,0,0,2503.266664,73,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,90-120 days,After Season,33,36,32,34,574.41,721.93,0,0,15586.60002,761,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,60-90 days,26-Mar,78,144,105,140,9.98,12.87,0,0,62516.51666,2469,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,30-60 days,26-Apr,166,237,201,231,2901.87,3605.76,0,0,144293.0167,5894,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,60-90 days,Before Season,2,4,2,3,0.37,0.71,0,0,1739.166665,123,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,< 30 days,26-Mar,96,140,112,132,1038.63,1262.61,0,0,67720.66667,2496,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,90-120 days,26-Apr,1,1,1,1,0,0,0,0,257.65,7,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,< 30 days,26-Mar,11,15,13,15,2.24,2.65,0,0,6811.433337,190,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,30-60 days,26-Apr,67,149,105,141,10.48,14.2,0,0,98915.50001,4164,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,120+ days,26-Mar,4,4,3,3,0,0,0,0,1353.400001,68,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,New Hire,120+ days,Before Season,-1,1,0,1,0,0,0,0,841.050001,38,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,120+ days,26-Mar,0,0,0,0,0,0,0,0,24.816667,1,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,New Hire,120+ days,Before Season,1,1,1,1,0,0,0,0,738.716671,71,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Chat,Re-Hire,120+ days,Before Season,3,5,4,5,0,0,0,0,2179.783334,97,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,PL2,Phone,Re-Hire,120+ days,Before Season,2,3,1,1,0,0,0,0,1960.250002,158,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,Re-Hire,120+ days,Before Season,40,51,45,50,0,0,0,0,18348.68334,823,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,New Hire,30-60 days,After Season,2,4,2,4,67.26,88.78,0,0,1893.683335,92,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,Re-Hire,120+ days,26-Apr,10,12,11,12,0.72,0.96,0,0,5596.033328,304,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,< 30 days,26-Jan,36,45,38,40,389.78,475.19,0,0,15539.7,763,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,120+ days,After Season,9,9,8,8,125.61,157.78,0,0,5009.01667,237,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,60-90 days,26-Feb,54,66,56,60,515.13,615.35,0,0,16948.36667,839,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,Re-Hire,< 30 days,26-Apr,6,7,6,6,0,0,0,0,1521.216667,58,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,New Hire,90-120 days,26-Feb,0,2,2,2,11.84,20,0,0,422.866667,31,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,60-90 days,26-Jan,2,3,3,3,35.6,42.89,0,0,1523.7,59,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,New Hire,60-90 days,26-Apr,1,1,1,1,0.26,0.71,0,0,1849.450001,68,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,Re-Hire,60-90 days,26-Mar,3,6,4,6,0,0,0,0,3048.966671,131,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,New Hire,120+ days,After Season,0,0,0,0,3.41,4.26,0,0,180.066667,4,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,30-60 days,Before Season,61,66,62,62,579.37,691.56,0,0,23960.53334,1325,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,Re-Hire,90-120 days,26-Mar,4,4,4,4,0.39,0.71,0,0,2307.550003,100,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,New Hire,60-90 days,After Season,3,3,3,3,30.71,38.82,0,0,1230.216664,56,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,New Hire,30-60 days,26-Mar,9,10,10,10,92.22,114.41,0,0,5669.950003,197,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,120+ days,26-Mar,14,29,21,29,198.11,236.28,0,0,9473.466667,354,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,New Hire,90-120 days,26-Mar,1,1,1,2,0,0,0,0,575.850001,29,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,< 30 days,26-Apr,4,5,4,4,35.84,43.96,0,0,2467.783331,79,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,New Hire,90-120 days,26-Mar,-1,3,1,3,41.99,57.68,0,0,2078.516665,96,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,30-60 days,26-Feb,89,112,99,108,902.73,1094.3,0,0,38592.08333,1706,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,New Hire,< 30 days,26-Jan,0,0,0,0,1.4,2.33,0,0,174.333333,3,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,60-90 days,After Season,2,2,2,2,16.93,25.65,0,0,565.783334,47,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,Re-Hire,120+ days,After Season,2,5,3,5,0.46,0.71,0,0,1873.699998,98,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,New Hire,60-90 days,26-Feb,1,1,1,1,4.2,4.92,0,0,186.283333,6,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,New Hire,60-90 days,26-Apr,0,3,2,3,57.73,70.13,0,0,2828.650006,96,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,30-60 days,26-Apr,8,10,7,9,116.22,140.06,0,0,5398.016662,220,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,120+ days,26-Feb,23,29,27,28,121.79,138.92,0,0,4492.516663,202,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,Re-Hire,90-120 days,After Season,1,1,1,1,0.12,0.71,0,0,2229.450003,46,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,New Hire,120+ days,26-Mar,0,0,0,0,0,0,0,0,722.316667,30,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,< 30 days,Before Season,16,19,18,19,152.01,182.68,0,0,8526.249997,473,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,Re-Hire,120+ days,26-Jan,4,4,4,4,0,0,0,0,786.833332,57,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,Re-Hire,30-60 days,26-Mar,0,0,0,0,1,1.42,0,0,420.883332,21,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,Re-Hire,30-60 days,26-Jan,12,21,15,20,0.57,0.71,0,0,6619.716658,420,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,New Hire,< 30 days,After Season,0,0,0,0,0,0,0,0,202.599999,4,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,New Hire,< 30 days,26-Feb,8,14,11,14,143.16,169.61,0,0,7429.533336,222,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,New Hire,30-60 days,26-Mar,0,2,1,1,0,0,0,0,1401.783337,45,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,New Hire,60-90 days,26-Feb,0,1,1,1,0,0,0,0,266.466667,5,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,New Hire,120+ days,26-Apr,0,0,0,0,0,0,0,0,166.266667,10,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,Re-Hire,< 30 days,Before Season,21,23,22,22,0,0,0,0,11539.31667,647,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,60-90 days,26-Apr,10,12,10,12,38.22,46.43,0,0,2080.350001,92,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,New Hire,< 30 days,26-Apr,3,9,6,9,100.59,127.96,0,0,4311.133325,213,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,120+ days,Before Season,78,84,74,79,53.32,60.1,0,0,25290.16666,1270,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,Re-Hire,90-120 days,26-Apr,16,18,16,17,186.34,231.57,0,0,12313.45,536,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Phone,New Hire,< 30 days,Before Season,0,0,0,0,0,0,0,0,77.833333,4,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,Re-Hire,120+ days,26-Mar,8,8,8,8,0,0,0,0,2174.933332,90,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,New Hire,30-60 days,Before Season,1,1,0,0,0,0,0,0,540.949999,22,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,New Hire,< 30 days,26-Apr,-1,6,2,5,0,0,0,0,4553.150003,163,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,PL2,Chat,New Hire,60-90 days,26-Mar,0,1,0,1,0,0,0,0,151.916667,8,0,0
