product_name,expert_partner_name,expert_role,proficiency_level,contact_type,hire_type,expert_tenure_category,reporting_period,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,Re-Hire,30-60 days,26-Jan,7,7,0,0,37.23,40.02,0,0,3024.716664,100,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,< 30 days,26-Apr,0,0,0,0,0,0,3,3,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,< 30 days,26-Apr,0,0,0,0,0,0,173,254,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,New Hire,30-60 days,After Season,0,0,0,0,11.88,13.98,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,30-60 days,26-Apr,0,0,0,0,0,0,23,41,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,< 30 days,26-Jan,0,0,0,0,0,0,40,59,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,N/A,Before Season,0,0,0,0,0,0,0,1,0,0,8.793158,4
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,90-120 days,26-Mar,0,0,0,0,0,0,132,152,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,Re-Hire,< 30 days,26-Jan,6,7,0,0,31.5,34.09,0,0,2404.833331,77,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,Re-Hire,120+ days,After Season,0,0,0,0,8.32,9.06,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,60-90 days,26-Mar,0,0,0,0,0,0,313,386,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,New Hire,< 30 days,After Season,0,0,0,0,11.5,12.56,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,120+ days,26-Apr,0,0,0,0,0,0,101,132,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,N/A,Before Season,0,0,0,0,0,0,1,1,0,0,51.652412,34
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,60-90 days,26-Mar,0,0,0,0,0,0,817,1043,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,Re-Hire,< 30 days,26-Feb,3,3,0,0,18.17,20.26,0,0,1391.666667,36,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,New Hire,30-60 days,26-Jan,0,0,0,0,0,0,0,0,330.849999,15,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,90-120 days,26-Apr,0,0,0,0,0,0,283,386,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,< 30 days,26-Mar,0,0,0,0,0,0,17,23,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,Re-Hire,30-60 days,Before Season,11,12,0,0,117.11,126.43,0,0,10363.15001,286,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,Re-Hire,< 30 days,26-Apr,0,2,0,0,3.15,3.72,0,0,192.883334,7,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,< 30 days,26-Jan,0,0,0,0,0,0,210,350,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,30-60 days,26-Mar,0,0,0,0,0,0,55,60,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,30-60 days,26-Apr,0,0,0,0,0,0,335,470,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,30-60 days,26-Jan,0,0,0,0,0,0,50,66,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,New Hire,90-120 days,After Season,0,0,0,0,70.09,85.41,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,30-60 days,26-Feb,0,0,0,0,0,0,347,426,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,90-120 days,26-Apr,0,0,0,0,0,0,890,1269,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,N/A,After Season,0,0,0,0,0,0,0,0,0,0,339.473057,186
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,30-60 days,26-Mar,0,0,0,0,0,0,784,1002,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,N/A,26-Apr,0,0,0,0,0,0,0,0,0,0,1749.609917,961
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,N/A,26-Jan,0,0,0,0,0,0,1,1,0,0,365.694155,185
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,N/A,After Season,0,0,0,0,0,0,0,0,0,0,114.060346,49
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,New Hire,< 30 days,Before Season,18,19,0,0,107.18,119.16,0,0,27172.3,284,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,N/A,26-Mar,0,0,0,0,0,0,0,0,0,0,5540.767986,2017
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,Re-Hire,30-60 days,26-Apr,-2,4,0,0,27.77,35.77,0,0,1440.100004,75,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,60-90 days,26-Feb,0,0,0,0,0,0,161,181,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,< 30 days,Before Season,0,0,0,0,0,0,111,199,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Phone,Re-Hire,30-60 days,After Season,0,0,0,0,5.29,7.07,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,< 30 days,26-Feb,0,0,0,0,0,0,23,28,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,N/A,26-Apr,0,0,0,0,0,0,0,0,0,0,4679.799628,2265
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,New Hire,N/A,26-Feb,0,0,0,0,0,0,0,0,0,0,3812.911946,1676
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,N/A,26-Jan,0,0,0,0,0,0,0,0,0,0,350.710188,238
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,N/A,26-Mar,0,0,0,0,0,0,0,0,0,0,2117.787887,980
TTL Full Service Consumer,JDA,Tax Expert,PL2,Engagement,Re-Hire,N/A,26-Feb,0,0,0,0,0,0,0,0,0,0,2195.699814,1135
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,30-60 days,26-Apr,39,55,0,0,629.51,717.55,0,0,68078.71667,1512,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,30-60 days,26-Feb,129,171,0,0,965.65,1055.26,0,0,91559.11663,2613,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,120+ days,26-Apr,39,50,0,0,776.85,891.56,0,0,74548.86667,1824,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,60-90 days,26-Mar,79,103,0,0,923.56,997.3,0,0,70758.24999,2062,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,90-120 days,26-Apr,69,95,0,0,1065.6,1206.05,0,0,104471.8,2448,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,90-120 days,26-Apr,143,178,0,0,2313.16,2633.22,0,0,209095.45,5335,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,60-90 days,26-Apr,107,158,0,0,1660.31,1901.55,0,0,153929.2333,3887,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,60-90 days,26-Feb,77,108,0,0,659,705.57,0,0,48886.08333,1609,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,30-60 days,26-Feb,62,74,0,0,518.21,555.89,0,0,39177.91666,1252,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,30-60 days,26-Mar,102,164,1,1,1180.4,1305.16,0,0,94106.53331,2775,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,< 30 days,26-Feb,70,123,0,0,566.36,622.24,0,0,56198.51666,1410,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,< 30 days,After Season,0,0,0,0,15.41,18.08,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,60-90 days,26-Mar,153,207,3,3,1704.64,1889.45,0,0,126602.85,3916,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,30-60 days,After Season,0,0,0,0,24.87,28.06,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,90-120 days,26-Mar,67,83,0,0,704.12,777.56,0,0,63238.75003,1612,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,N/A,Before Season,0,0,0,0,0,0,2,3,0,0,7.072613,4
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,< 30 days,26-Mar,17,58,0,0,339.44,385.7,0,0,36488.91666,801,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,< 30 days,26-Feb,0,0,0,0,0,0,46,55,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,60-90 days,26-Mar,0,0,0,0,0,0,2126,2533,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,90-120 days,26-Apr,0,0,0,0,0,0,1142,1469,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,90-120 days,After Season,0,0,0,0,165.9,187.58,0,0,70.033333,2,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,60-90 days,After Season,0,0,0,0,1.22,1.22,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,< 30 days,26-Feb,4,4,0,0,32.9,35.87,0,0,4247.033335,81,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,< 30 days,26-Jan,0,0,0,0,0,0,171,295,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,120+ days,After Season,0,0,0,0,84.96,99.51,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,< 30 days,26-Mar,0,0,0,0,0,0,319,458,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,30-60 days,26-Feb,0,0,0,0,0,0,1109,1452,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,30-60 days,26-Mar,5,7,0,0,80.1,87.54,0,0,9480.716669,174,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,N/A,26-Feb,0,0,0,0,0,0,0,1,0,0,4256.190988,1635
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,30-60 days,26-Jan,0,0,0,0,0,0,0,0,275.166666,14,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,60-90 days,26-Apr,0,0,0,0,0,0,1792,2349,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,60-90 days,26-Mar,0,0,0,0,0,0,1184,1397,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,30-60 days,Before Season,43,44,0,0,437,470.82,0,0,29686.56667,1066,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,30-60 days,26-Mar,0,0,0,0,0,0,97,115,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,< 30 days,After Season,0,0,0,0,0.4,0.44,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,30-60 days,26-Apr,3,3,0,0,27.3,30.09,0,0,5183.716669,51,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,60-90 days,26-Feb,0,0,0,0,0,0,865,1037,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,< 30 days,26-Jan,6,6,0,0,49.09,51.67,0,0,5786.666667,107,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,30-60 days,26-Jan,0,0,0,0,0,0,183,242,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,< 30 days,26-Feb,0,0,0,0,0,0,632,847,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,< 30 days,Before Season,17,19,0,0,63.46,69.78,0,0,3434.233334,150,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,60-90 days,After Season,0,0,0,0,50.77,58.52,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,< 30 days,26-Apr,0,0,0,0,0,0,315,427,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,60-90 days,26-Apr,6,8,0,0,94.88,107.81,0,0,7036.583332,205,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,< 30 days,Before Season,10,16,0,0,99.23,110.78,0,0,8225.416669,273,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,N/A,26-Jan,0,0,0,0,0,0,0,0,0,0,1075.626782,566
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,< 30 days,26-Apr,0,0,0,0,7.84,9.31,0,0,2140.333334,19,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,N/A,After Season,0,0,0,0,0,0,0,0,0,0,667.05052,284
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,< 30 days,26-Apr,9,36,0,0,327.28,385.37,0,0,41379.53334,751,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,N/A,26-Apr,0,0,0,0,0,0,0,0,0,0,10457.75295,3983
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,30-60 days,26-Apr,0,0,0,0,0,0,659,894,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,N/A,After Season,0,0,0,0,0,0,0,0,0,0,1285.575657,620
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,< 30 days,26-Jan,0,0,0,0,0,0,51,70,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,60-90 days,26-Apr,0,0,0,0,0,0,100,137,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,< 30 days,26-Apr,0,0,0,0,0,0,5,14,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,< 30 days,26-Jan,17,30,0,0,187.87,212.42,0,0,20900.63333,479,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,< 30 days,26-Mar,8,8,0,0,35.34,38.38,0,0,4742.999996,74,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,30-60 days,After Season,0,0,0,0,1.26,1.32,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,90-120 days,26-Mar,0,0,0,0,0,0,887,1044,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,120+ days,26-Apr,0,0,0,0,0,0,902,1170,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,30-60 days,26-Jan,18,22,0,0,154.25,167.01,0,0,11815.43333,355,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,N/A,26-Feb,0,0,0,0,0,0,0,1,0,0,5563.052793,1928
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,90-120 days,26-Apr,0,0,0,0,0,0,2597,3367,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,< 30 days,Before Season,0,0,0,0,0,0,103,180,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,< 30 days,Before Season,0,0,0,0,0,0,72,114,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,< 30 days,26-Mar,0,0,0,0,0,0,29,42,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,90-120 days,After Season,0,0,0,0,0,0,1,2,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,30-60 days,Before Season,0,0,0,0,0,0,488,741,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,30-60 days,26-Mar,0,0,0,0,0,0,1364,1669,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,90-120 days,After Season,0,0,0,0,39.71,48.64,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,30-60 days,26-Apr,0,0,0,0,0,0,36,42,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,30-60 days,26-Feb,0,0,0,0,0,0,680,830,0,0,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,N/A,26-Mar,0,0,0,0,0,0,0,0,0,0,13919.99937,4104
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,N/A,26-Apr,0,0,0,0,0,0,0,0,0,0,14243.82153,5496
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,N/A,26-Mar,0,0,0,0,0,0,0,0,0,0,11065.25555,3559
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,Re-Hire,N/A,Before Season,0,0,0,0,0,0,0,0,0,0,177.630355,105
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,New Hire,120+ days,Before Season,4,4,0,0,0,0,0,0,4142.933339,230,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Phone,Re-Hire,120+ days,Before Season,2,3,0,0,0,0,0,0,1692.516666,148,0,0
TTL Full Service Consumer,JDA,Tax Associate,PL3,Engagement,New Hire,N/A,26-Jan,0,0,0,0,0,0,0,0,0,0,286.284417,142
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,90-120 days,26-Apr,28,45,0,0,659.66,752.92,0,0,66715.63332,1541,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,60-90 days,26-Mar,45,77,0,0,637.87,706.3,0,0,57106.53334,1485,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,30-60 days,26-Mar,41,62,0,0,396.94,434.47,0,0,40499.31666,859,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,90-120 days,26-Mar,7,14,1,1,121.77,137.86,0,0,12139.16666,280,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,60-90 days,26-Apr,2,4,0,0,62.05,71.99,0,0,3293.683331,124,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,< 30 days,26-Feb,25,29,0,0,165.27,178.77,0,0,13348.58333,368,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,30-60 days,26-Feb,17,20,0,0,145.7,157.5,0,0,9367.783331,314,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,60-90 days,26-Feb,34,40,0,0,201.39,213.88,0,0,16081.55001,478,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,< 30 days,26-Mar,11,18,0,0,148.57,163.08,0,0,12142.6,321,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,60-90 days,26-Apr,28,39,0,0,435.63,504.91,0,0,39791.41667,1012,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,30-60 days,26-Feb,79,104,0,0,641.6,695.67,0,0,54164.83333,1556,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,60-90 days,26-Mar,17,22,1,1,243.78,266.64,0,0,22194.96666,527,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,< 30 days,26-Apr,16,20,0,0,135.34,158.54,0,0,18815.66666,304,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,< 30 days,Before Season,14,14,0,0,89.51,98.28,0,0,7897.716672,238,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,60-90 days,26-Feb,0,0,0,0,0,0,258,319,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,90-120 days,After Season,0,0,0,0,19,22.13,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,90-120 days,26-Mar,0,0,0,0,0,0,173,198,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,< 30 days,26-Jan,0,0,0,0,0,0,8,9,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,30-60 days,26-Jan,0,0,0,0,0,0,53,78,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,New Hire,< 30 days,26-Apr,0,0,0,0,0,0,152,204,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,New Hire,30-60 days,26-Feb,0,0,0,0,0,0,780,982,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,60-90 days,26-Mar,0,0,0,0,0,0,302,363,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,30-60 days,26-Jan,11,11,0,0,45.76,49.48,0,0,3545.650003,110,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,90-120 days,26-Apr,0,0,0,0,0,0,300,392,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,< 30 days,26-Feb,0,0,0,0,7.44,8.44,0,0,794.6,19,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,30-60 days,26-Feb,0,0,0,0,0,0,176,217,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,< 30 days,After Season,0,0,0,0,6.05,8.04,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,30-60 days,After Season,0,0,0,0,15.67,18.1,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,30-60 days,26-Jan,0,0,0,0,0,0,0,0,166.166667,6,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,120+ days,26-Apr,7,12,0,0,149.66,176.4,0,0,14042.86667,343,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,120+ days,After Season,0,0,0,0,5.91,6.49,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,New Hire,30-60 days,26-Apr,0,0,0,0,0,0,324,424,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,< 30 days,Before Season,0,0,0,0,0,0,10,13,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,New Hire,90-120 days,26-Apr,0,0,0,0,0,0,715,982,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,30-60 days,26-Apr,2,4,0,0,26.59,28.99,0,0,3582.233333,63,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,90-120 days,26-Apr,15,19,0,0,258.56,299.28,0,0,22145.65,582,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,< 30 days,26-Jan,0,0,0,0,7.07,7.35,0,0,3509.616666,17,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,< 30 days,26-Apr,0,0,0,0,0,0,9,11,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,60-90 days,26-Apr,0,0,0,0,0,0,68,90,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,< 30 days,26-Feb,0,0,0,0,0,0,12,16,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,120+ days,26-Apr,0,0,0,0,0,0,187,256,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,60-90 days,After Season,0,0,0,0,5.37,6.62,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,N/A,26-Apr,0,0,0,0,0,0,0,0,0,0,2531.795472,1046
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,New Hire,< 30 days,26-Jan,0,0,0,0,0,0,113,176,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,N/A,26-Jan,0,0,0,0,0,0,0,0,0,0,291.614388,161
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,N/A,26-Feb,0,0,0,0,0,0,1,1,0,0,1457.117562,563
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,New Hire,N/A,After Season,0,0,0,0,0,0,0,0,0,0,420.880327,214
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,Re-Hire,< 30 days,26-Apr,0,0,0,0,9.6,10.1,0,0,392.833333,15,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,New Hire,N/A,26-Apr,0,0,0,0,0,0,0,0,0,0,5007.306997,1895
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,New Hire,60-90 days,26-Apr,0,0,0,0,0,0,511,663,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,New Hire,N/A,26-Mar,0,0,0,0,0,0,0,1,0,0,5617.664817,1743
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,90-120 days,After Season,0,0,0,0,55.53,63.97,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,New Hire,N/A,26-Jan,0,0,0,0,0,0,0,0,0,0,237.609239,100
TTL Full Service Consumer,JDA,Tax Expert,PL3,Phone,New Hire,60-90 days,After Season,0,0,0,0,13.13,15.2,0,0,0,0,0,0
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,Re-Hire,N/A,Before Season,0,0,0,0,0,0,0,0,0,0,28.656714,18
TTL Full Service Consumer,JDA,Tax Expert,PL3,Engagement,New Hire,60-90 days,26-Mar,0,0,0,0,0,0,835,983,0,0,0,0
